{'dataset_name': 'QM9', 'target': 1, 'model': 'NLG_R', 'seed': 777, 'hyperparams': {'batch_size': 64, 'epochs': 601, 'learning_rate': 0.0001, 'step_size': 30, 'decay_rate': 0.85}, 'architecture': {'layers': 4, 'hidden': 256, 'pooling': 'add', 'JK': 'cat', 'nonlinear_conv': 'EB1', 'variants': {'BN': 'N', 'aggr_mlp': 1, 'fea_activation': 'ReLU'}}, 'commit_id': 'cab672852d2d21166fbfeaf0dfe3cd4182c48c31', 'time_stamp': '1594478903', 'directory': '../../nlg_results/dc2-Ymq2/QM9_old/board/'}
--------
QM9_1, 1594478903_cab6728_EB1_1_ReLU_4_256_N_0.0001_30_0.85_B64, ID=cab672852d2d21166fbfeaf0dfe3cd4182c48c31
Epoch: 001, LR: 0.000100, Loss: 0.2035890, Validation MAE: 1.2077361, Test MAE: 1.2260063
Epoch: 002, LR: 0.000100, Loss: 0.0656463, Validation MAE: 1.0429212, Test MAE: 1.0637945
Epoch: 003, 0.000100,0.0560344,1.0696171,1.0790760
Epoch: 004, LR: 0.000100, Loss: 0.0490862, Validation MAE: 0.9059744, Test MAE: 0.9090750
Epoch: 005, LR: 0.000100, Loss: 0.0418839, Validation MAE: 0.7715698, Test MAE: 0.7847965
Epoch: 006, 0.000100,0.0396267,0.8740914,0.8825465
Epoch: 007, 0.000100,0.0390505,0.9440519,0.9528258
Epoch: 008, 0.000100,0.0354256,0.9989187,0.9983910
Epoch: 009, 0.000100,0.0328047,0.8659363,0.8682144
Epoch: 010, LR: 0.000100, Loss: 0.0329287, Validation MAE: 0.7697562, Test MAE: 0.7709622
Epoch: 011, LR: 0.000100, Loss: 0.0297599, Validation MAE: 0.6911648, Test MAE: 0.6905187
Epoch: 012, LR: 0.000100, Loss: 0.0289261, Validation MAE: 0.6511890, Test MAE: 0.6541336
Epoch: 013, 0.000100,0.0297433,0.7846720,0.7835700
Epoch: 014, 0.000100,0.0255338,0.6542951,0.6499284
Epoch: 015, 0.000100,0.0254498,0.6516170,0.6537006
Epoch: 016, 0.000100,0.0250577,0.7726459,0.7724036
Epoch: 017, 0.000100,0.0239194,0.6562284,0.6447644
Epoch: 018, 0.000100,0.0224196,0.7664236,0.7622442
Epoch: 019, 0.000100,0.0232842,0.9909582,0.9897437
Epoch: 020, 0.000100,0.0222444,0.6598440,0.6595601
Epoch: 021, 0.000100,0.0215606,0.7183929,0.7126637
Epoch: 022, 0.000100,0.0240581,0.6868851,0.6792200
Epoch: 023, LR: 0.000100, Loss: 0.0200473, Validation MAE: 0.5843674, Test MAE: 0.5829185
Epoch: 024, LR: 0.000100, Loss: 0.0192850, Validation MAE: 0.5416353, Test MAE: 0.5395324
Epoch: 025, LR: 0.000100, Loss: 0.0200589, Validation MAE: 0.5236168, Test MAE: 0.5225107
Epoch: 026, 0.000100,0.0189846,0.9043884,0.9092267
Epoch: 027, 0.000100,0.0207971,0.5625974,0.5640526
Epoch: 028, 0.000100,0.0195214,0.5716608,0.5737099
Epoch: 029, 0.000100,0.0191155,0.6037684,0.6003131
Epoch: 030, 0.000100,0.0184069,0.6548176,0.6508942
Epoch: 031, 0.000085,0.0169370,0.6042578,0.5990410
Epoch: 032, 0.000085,0.0210011,0.5903853,0.5918666
Epoch: 033, 0.000085,0.0168935,0.9020503,0.8965994
Epoch: 034, LR: 0.000085, Loss: 0.0180557, Validation MAE: 0.5186804, Test MAE: 0.5260631
Epoch: 035, LR: 0.000085, Loss: 0.0163194, Validation MAE: 0.5118766, Test MAE: 0.5102048
Epoch: 036, 0.000085,0.0180258,0.5738835,0.5685485
Epoch: 037, 0.000085,0.0167332,0.6192235,0.6057083
Epoch: 038, 0.000085,0.0155562,0.6683153,0.6657461
Epoch: 039, 0.000085,0.0207569,0.6884444,0.6751799
Epoch: 040, LR: 0.000085, Loss: 0.0159109, Validation MAE: 0.4874832, Test MAE: 0.4862768
Epoch: 041, LR: 0.000085, Loss: 0.0155466, Validation MAE: 0.4806731, Test MAE: 0.4794836
Epoch: 042, 0.000085,0.0142664,0.4852343,0.4795567
Epoch: 043, 0.000085,0.0163929,0.5073149,0.5043911
Epoch: 044, 0.000085,0.0134135,0.5797722,0.5769396
Epoch: 045, 0.000085,0.0194915,0.8670443,0.8555498
Epoch: 046, 0.000085,0.0150753,0.5242011,0.5143747
Epoch: 047, 0.000085,0.0140307,0.5046047,0.4931935
