{'dataset_name': 'PROTEINS', 'seed': 666, 'num_workers': 1, 'cov_weight': 0.1, 'hyperparams': {'batch_size': 64, 'epochs': 601, 'learning_rate': 0.001, 'step_size': 50, 'decay_rate': 0.75}, 'architecture': {'layers': 3, 'hidden': 128, 'pooling': 'add', 'JK': 'cat', 'method': 'penalty', 'dropout': 0.5, 'exps': 1, 'nonlinear': 'LeakyR0.2', 'aggr': 'add', 'BN': 'N'}, 'commit_id': 'cf88820ae7a758be0e62837f3e49c045318d84b5', 'time_stamp': '1613560742', 'directory': '../../nlg_results/pca/board/'}
-------- FOLD0 DATASET=PROTEINS, COMMIT_ID=cf88820ae7a758be0e62837f3e49c045318d84b5
Epoch: 001, Train Loss: 2.6012656, Train Acc: 0.6053946, Test Acc: 0.6964286, Train Cov: 4.7751198
Epoch: 002, Train Loss: 1.5197467, Train Acc: 0.6453546, Test Acc: 0.5535714, Train Cov: 4.7586055
Epoch: 003, Train Loss: 1.1166346, Train Acc: 0.6373626, Test Acc: 0.7232143, Train Cov: 4.7526498
Epoch: 004, Train Loss: 1.0982976, Train Acc: 0.5874126, Test Acc: 0.6785714, Train Cov: 4.7453227
Epoch: 005, Train Loss: 1.0913072, Train Acc: 0.6043956, Test Acc: 0.6785714, Train Cov: 4.7413836
Epoch: 006, Train Loss: 1.0852466, Train Acc: 0.5984016, Test Acc: 0.6696429, Train Cov: 4.7336774
Epoch: 007, Train Loss: 1.0744519, Train Acc: 0.6213786, Test Acc: 0.7142857, Train Cov: 4.7215466
Epoch: 008, Train Loss: 1.0704380, Train Acc: 0.6693307, Test Acc: 0.6964286, Train Cov: 4.7068124
Epoch: 009, Train Loss: 1.0750605, Train Acc: 0.6303696, Test Acc: 0.7053571, Train Cov: 4.6923246
Epoch: 010, Train Loss: 1.0707017, Train Acc: 0.6303696, Test Acc: 0.7053571, Train Cov: 4.6702437
Epoch: 011, Train Loss: 1.0757588, Train Acc: 0.7042957, Test Acc: 0.6785714, Train Cov: 4.6505404
Epoch: 012, Train Loss: 1.0721324, Train Acc: 0.6593407, Test Acc: 0.7053571, Train Cov: 4.6271844
Epoch: 013, Train Loss: 1.0534564, Train Acc: 0.6743257, Test Acc: 0.7053571, Train Cov: 4.5903263
Epoch: 014, Train Loss: 1.0535282, Train Acc: 0.7072927, Test Acc: 0.7053571, Train Cov: 4.5405421
Epoch: 015, Train Loss: 1.0530080, Train Acc: 0.6933067, Test Acc: 0.7232143, Train Cov: 4.4823503
Epoch: 016, Train Loss: 1.0451297, Train Acc: 0.6743257, Test Acc: 0.7232143, Train Cov: 4.4138575
Epoch: 017, Train Loss: 1.0291975, Train Acc: 0.7132867, Test Acc: 0.7142857, Train Cov: 4.3557281
Epoch: 018, Train Loss: 1.0250195, Train Acc: 0.7152847, Test Acc: 0.7053571, Train Cov: 4.2893257
Epoch: 019, Train Loss: 1.0148418, Train Acc: 0.6853147, Test Acc: 0.6875000, Train Cov: 4.2412539
Epoch: 020, Train Loss: 1.0189079, Train Acc: 0.7322677, Test Acc: 0.7410714, Train Cov: 4.1809869
Epoch: 021, Train Loss: 1.0095627, Train Acc: 0.7012987, Test Acc: 0.7053571, Train Cov: 4.1222644
Epoch: 022, Train Loss: 0.9992094, Train Acc: 0.7372627, Test Acc: 0.7321429, Train Cov: 4.0753145
Epoch: 023, Train Loss: 1.0061330, Train Acc: 0.7482517, Test Acc: 0.7142857, Train Cov: 4.0040078
Epoch: 024, Train Loss: 1.0001160, Train Acc: 0.7262737, Test Acc: 0.7053571, Train Cov: 3.9351740
Epoch: 025, Train Loss: 0.9820682, Train Acc: 0.6973027, Test Acc: 0.6517857, Train Cov: 3.8739614
Epoch: 026, Train Loss: 0.9801302, Train Acc: 0.7102897, Test Acc: 0.7232143, Train Cov: 3.8296001
Epoch: 027, Train Loss: 0.9663087, Train Acc: 0.7072927, Test Acc: 0.7142857, Train Cov: 3.7732325
Epoch: 028, Train Loss: 0.9907341, Train Acc: 0.7112887, Test Acc: 0.7232143, Train Cov: 3.7012663
Epoch: 029, Train Loss: 0.9637823, Train Acc: 0.7342657, Test Acc: 0.7410714, Train Cov: 3.6354990
Epoch: 030, Train Loss: 0.9442152, Train Acc: 0.7372627, Test Acc: 0.7321429, Train Cov: 3.5743155
Epoch: 031, Train Loss: 0.9451971, Train Acc: 0.7312687, Test Acc: 0.7500000, Train Cov: 3.5073838
Epoch: 032, Train Loss: 0.9278406, Train Acc: 0.7092907, Test Acc: 0.6964286, Train Cov: 3.4388709
Epoch: 033, Train Loss: 0.9740189, Train Acc: 0.7092907, Test Acc: 0.6696429, Train Cov: 3.4026327
Epoch: 034, Train Loss: 0.9580854, Train Acc: 0.7272727, Test Acc: 0.7142857, Train Cov: 3.3948493
Epoch: 035, Train Loss: 0.9524710, Train Acc: 0.7172827, Test Acc: 0.7142857, Train Cov: 3.3376353
Epoch: 036, Train Loss: 0.9304856, Train Acc: 0.7312687, Test Acc: 0.7321429, Train Cov: 3.2620356
Epoch: 037, Train Loss: 0.9213837, Train Acc: 0.7352647, Test Acc: 0.7321429, Train Cov: 3.1970761
Epoch: 038, Train Loss: 0.9143337, Train Acc: 0.7332667, Test Acc: 0.7053571, Train Cov: 3.1314178
Epoch: 039, Train Loss: 0.8854668, Train Acc: 0.7372627, Test Acc: 0.7500000, Train Cov: 3.0755868
Epoch: 040, Train Loss: 0.8945338, Train Acc: 0.7262737, Test Acc: 0.7321429, Train Cov: 3.0121868
Epoch: 041, Train Loss: 0.8904543, Train Acc: 0.7212787, Test Acc: 0.7410714, Train Cov: 2.9531715
