{'dataset_name': 'PROTEINS', 'seed': 999, 'num_workers': 1, 'cov_weight': 100.0, 'hyperparams': {'batch_size': 128, 'epochs': 2001, 'learning_rate': 0.001, 'step_size': 50, 'decay_rate': 0.75}, 'architecture': {'layers': 3, 'hidden': 128, 'pooling': 'S', 'JK': 'C', 'method': 'penalty', 'dropout': 0.5, 'exps': 2, 'exp_nonlinear': 'Tanh', 'exp_bn': 'N', 'mlp_nonlinear': 'Tanh', 'aggr': 'add'}, 'commit_id': '5459183a2d72e0c3879511714f1343ec1cfc0c58', 'time_stamp': '1614010111', 'directory': '../../nlg_results/pca/board/'}
-------- FOLD0 DATASET=PROTEINS, COMMIT_ID=5459183a2d72e0c3879511714f1343ec1cfc0c58
Epoch: 001, Train Loss: 398.7819944, Train Acc: 0.5454545, Test Acc: 0.5803571, Train Cov: 3.9812646
Epoch: 002, Train Loss: 309.5587611, Train Acc: 0.6403596, Test Acc: 0.6250000, Train Cov: 3.0893714
Epoch: 003, Train Loss: 249.4006715, Train Acc: 0.6793207, Test Acc: 0.5892857, Train Cov: 2.4878817
Epoch: 004, Train Loss: 211.7319684, Train Acc: 0.5674326, Test Acc: 0.5892857, Train Cov: 2.1114676
Epoch: 005, Train Loss: 183.7586343, Train Acc: 0.6873127, Test Acc: 0.6696429, Train Cov: 1.8317344
Epoch: 006, Train Loss: 165.6527265, Train Acc: 0.6583417, Test Acc: 0.6160714, Train Cov: 1.6507074
Epoch: 007, Train Loss: 149.0703487, Train Acc: 0.7012987, Test Acc: 0.6339286, Train Cov: 1.4849077
Epoch: 008, Train Loss: 136.3406201, Train Acc: 0.6563437, Test Acc: 0.6160714, Train Cov: 1.3577346
Epoch: 009, Train Loss: 128.3975804, Train Acc: 0.7162837, Test Acc: 0.6250000, Train Cov: 1.2782856
Epoch: 010, Train Loss: 116.9255747, Train Acc: 0.6903097, Test Acc: 0.5892857, Train Cov: 1.1636479
Epoch: 011, Train Loss: 108.9987524, Train Acc: 0.7202797, Test Acc: 0.6160714, Train Cov: 1.0845137
Epoch: 012, Train Loss: 105.6432238, Train Acc: 0.7072927, Test Acc: 0.6607143, Train Cov: 1.0508862
Epoch: 013, Train Loss: 98.7863449, Train Acc: 0.7122877, Test Acc: 0.5714286, Train Cov: 0.9823298
Epoch: 014, Train Loss: 92.2908785, Train Acc: 0.7252747, Test Acc: 0.6517857, Train Cov: 0.9174430
Epoch: 015, Train Loss: 88.8952932, Train Acc: 0.7102897, Test Acc: 0.6517857, Train Cov: 0.8835682
Epoch: 016, Train Loss: 87.2220919, Train Acc: 0.6923077, Test Acc: 0.6696429, Train Cov: 0.8667351
Epoch: 017, Train Loss: 83.2674180, Train Acc: 0.7192807, Test Acc: 0.6517857, Train Cov: 0.8272315
Epoch: 018, Train Loss: 78.3047702, Train Acc: 0.7202797, Test Acc: 0.6964286, Train Cov: 0.7776320
Epoch: 019, Train Loss: 75.6901618, Train Acc: 0.7442557, Test Acc: 0.6250000, Train Cov: 0.7514843
Epoch: 020, Train Loss: 75.2330620, Train Acc: 0.7252747, Test Acc: 0.6428571, Train Cov: 0.7469109
Epoch: 021, Train Loss: 69.3302153, Train Acc: 0.7162837, Test Acc: 0.6250000, Train Cov: 0.6880227
Epoch: 022, Train Loss: 66.6190278, Train Acc: 0.7272727, Test Acc: 0.6607143, Train Cov: 0.6608571
Epoch: 023, Train Loss: 64.8242967, Train Acc: 0.7102897, Test Acc: 0.6250000, Train Cov: 0.6429920
Epoch: 024, Train Loss: 61.4803281, Train Acc: 0.7572428, Test Acc: 0.6607143, Train Cov: 0.6095945
Epoch: 025, Train Loss: 59.2913108, Train Acc: 0.7582418, Test Acc: 0.6696429, Train Cov: 0.5877590
Epoch: 026, Train Loss: 57.3384548, Train Acc: 0.7432567, Test Acc: 0.6339286, Train Cov: 0.5681037
Epoch: 027, Train Loss: 55.5877423, Train Acc: 0.7602398, Test Acc: 0.6517857, Train Cov: 0.5506101
Epoch: 028, Train Loss: 54.3175093, Train Acc: 0.7492507, Test Acc: 0.6517857, Train Cov: 0.5380217
Epoch: 029, Train Loss: 54.2178429, Train Acc: 0.7652348, Test Acc: 0.6607143, Train Cov: 0.5369064
Epoch: 030, Train Loss: 51.9859195, Train Acc: 0.7602398, Test Acc: 0.5982143, Train Cov: 0.5147399
Epoch: 031, Train Loss: 51.5847237, Train Acc: 0.7372627, Test Acc: 0.6517857, Train Cov: 0.5107409
Epoch: 032, Train Loss: 49.3069877, Train Acc: 0.7412587, Test Acc: 0.7142857, Train Cov: 0.4881709
Epoch: 033, Train Loss: 47.2422371, Train Acc: 0.7472527, Test Acc: 0.7053571, Train Cov: 0.4674132
Epoch: 034, Train Loss: 45.9044314, Train Acc: 0.7202797, Test Acc: 0.6250000, Train Cov: 0.4540881
Epoch: 035, Train Loss: 44.8269533, Train Acc: 0.7622378, Test Acc: 0.6517857, Train Cov: 0.4432707
Epoch: 036, Train Loss: 43.3351213, Train Acc: 0.7672328, Test Acc: 0.6875000, Train Cov: 0.4284265
Epoch: 037, Train Loss: 44.5371188, Train Acc: 0.7582418, Test Acc: 0.6964286, Train Cov: 0.4403521
Epoch: 038, Train Loss: 43.4295253, Train Acc: 0.7092907, Test Acc: 0.6339286, Train Cov: 0.4293125
Epoch: 039, Train Loss: 43.3622263, Train Acc: 0.7002997, Test Acc: 0.6428571, Train Cov: 0.4287479
Epoch: 040, Train Loss: 41.1412399, Train Acc: 0.7492507, Test Acc: 0.6517857, Train Cov: 0.4065194
Epoch: 041, Train Loss: 40.1997234, Train Acc: 0.7622378, Test Acc: 0.6785714, Train Cov: 0.3970522
Epoch: 042, Train Loss: 39.2491592, Train Acc: 0.7682318, Test Acc: 0.6607143, Train Cov: 0.3875045
Epoch: 043, Train Loss: 38.3260435, Train Acc: 0.7812188, Test Acc: 0.6696429, Train Cov: 0.3783013
Epoch: 044, Train Loss: 38.6102567, Train Acc: 0.7392607, Test Acc: 0.6517857, Train Cov: 0.3812467
Epoch: 045, Train Loss: 37.6495697, Train Acc: 0.7412587, Test Acc: 0.6785714, Train Cov: 0.3716935
Epoch: 046, Train Loss: 36.3763393, Train Acc: 0.7812188, Test Acc: 0.6428571, Train Cov: 0.3590167
Epoch: 047, Train Loss: 36.9743684, Train Acc: 0.7422577, Test Acc: 0.6428571, Train Cov: 0.3649386
Epoch: 048, Train Loss: 36.3119445, Train Acc: 0.7732268, Test Acc: 0.7053571, Train Cov: 0.3582540
Epoch: 049, Train Loss: 36.8552339, Train Acc: 0.7442557, Test Acc: 0.6785714, Train Cov: 0.3637696
Epoch: 050, Train Loss: 35.4040109, Train Acc: 0.7752248, Test Acc: 0.7142857, Train Cov: 0.3493025
Epoch: 051, Train Loss: 33.7682466, Train Acc: 0.7692308, Test Acc: 0.6517857, Train Cov: 0.3329134
Epoch: 052, Train Loss: 35.5040986, Train Acc: 0.7332667, Test Acc: 0.5892857, Train Cov: 0.3502249
Epoch: 053, Train Loss: 33.3951478, Train Acc: 0.7852148, Test Acc: 0.6875000, Train Cov: 0.3293036
Epoch: 054, Train Loss: 33.8304920, Train Acc: 0.7872128, Test Acc: 0.7142857, Train Cov: 0.3336389
Epoch: 055, Train Loss: 34.0126180, Train Acc: 0.7362637, Test Acc: 0.6607143, Train Cov: 0.3354626
Epoch: 056, Train Loss: 33.1896475, Train Acc: 0.7812188, Test Acc: 0.6875000, Train Cov: 0.3272078
Epoch: 057, Train Loss: 32.5170281, Train Acc: 0.7752248, Test Acc: 0.6517857, Train Cov: 0.3204345
Epoch: 058, Train Loss: 30.9697509, Train Acc: 0.7982018, Test Acc: 0.5803571, Train Cov: 0.3051579
Epoch: 059, Train Loss: 30.5946134, Train Acc: 0.7832168, Test Acc: 0.5803571, Train Cov: 0.3012850
Epoch: 060, Train Loss: 30.6180834, Train Acc: 0.8041958, Test Acc: 0.6160714, Train Cov: 0.3016445
Epoch: 061, Train Loss: 31.6663530, Train Acc: 0.7952048, Test Acc: 0.6339286, Train Cov: 0.3120957
Epoch: 062, Train Loss: 29.2722685, Train Acc: 0.8041958, Test Acc: 0.6339286, Train Cov: 0.2883406
Epoch: 063, Train Loss: 31.0170286, Train Acc: 0.8011988, Test Acc: 0.6517857, Train Cov: 0.3056717
Epoch: 064, Train Loss: 29.7910454, Train Acc: 0.8071928, Test Acc: 0.6517857, Train Cov: 0.2934701
Epoch: 065, Train Loss: 30.0838194, Train Acc: 0.8141858, Test Acc: 0.6428571, Train Cov: 0.2962959
Epoch: 066, Train Loss: 30.4624758, Train Acc: 0.7812188, Test Acc: 0.6517857, Train Cov: 0.3001204
Epoch: 067, Train Loss: 30.8624405, Train Acc: 0.7832168, Test Acc: 0.6428571, Train Cov: 0.3040427
Epoch: 068, Train Loss: 28.9620561, Train Acc: 0.7882118, Test Acc: 0.6428571, Train Cov: 0.2852951
Epoch: 069, Train Loss: 29.3453705, Train Acc: 0.8071928, Test Acc: 0.6607143, Train Cov: 0.2890138
Epoch: 070, Train Loss: 28.2576422, Train Acc: 0.8181818, Test Acc: 0.6607143, Train Cov: 0.2782713
Epoch: 071, Train Loss: 29.6781002, Train Acc: 0.8051948, Test Acc: 0.6428571, Train Cov: 0.2923344
Epoch: 072, Train Loss: 27.4929155, Train Acc: 0.8131868, Test Acc: 0.7232143, Train Cov: 0.2706158
Epoch: 073, Train Loss: 27.4545832, Train Acc: 0.8171828, Test Acc: 0.7232143, Train Cov: 0.2702908
Epoch: 074, Train Loss: 27.8867329, Train Acc: 0.8091908, Test Acc: 0.6517857, Train Cov: 0.2745615
Epoch: 075, Train Loss: 27.1899874, Train Acc: 0.8181818, Test Acc: 0.6875000, Train Cov: 0.2675807
Epoch: 076, Train Loss: 27.9140800, Train Acc: 0.8181818, Test Acc: 0.6785714, Train Cov: 0.2747315
Epoch: 077, Train Loss: 27.8942630, Train Acc: 0.8031968, Test Acc: 0.7321429, Train Cov: 0.2745890
Epoch: 078, Train Loss: 28.1864926, Train Acc: 0.8161838, Test Acc: 0.6875000, Train Cov: 0.2774273
Epoch: 079, Train Loss: 27.3545910, Train Acc: 0.7932068, Test Acc: 0.6428571, Train Cov: 0.2692044
Epoch: 080, Train Loss: 27.4631170, Train Acc: 0.8101898, Test Acc: 0.6517857, Train Cov: 0.2701570
Epoch: 081, Train Loss: 25.6189954, Train Acc: 0.8211788, Test Acc: 0.6785714, Train Cov: 0.2519301
Epoch: 082, Train Loss: 26.6805654, Train Acc: 0.8101898, Test Acc: 0.6517857, Train Cov: 0.2625037
Epoch: 083, Train Loss: 25.0975720, Train Acc: 0.8191808, Test Acc: 0.6785714, Train Cov: 0.2467807
Epoch: 084, Train Loss: 25.9331764, Train Acc: 0.8231768, Test Acc: 0.6964286, Train Cov: 0.2549948
Epoch: 085, Train Loss: 27.3862641, Train Acc: 0.7452547, Test Acc: 0.7142857, Train Cov: 0.2695203
Epoch: 086, Train Loss: 26.3157175, Train Acc: 0.7922078, Test Acc: 0.6428571, Train Cov: 0.2589263
Epoch: 087, Train Loss: 25.5168375, Train Acc: 0.8031968, Test Acc: 0.6875000, Train Cov: 0.2509426
Epoch: 088, Train Loss: 26.9444704, Train Acc: 0.8211788, Test Acc: 0.6607143, Train Cov: 0.2650798
Epoch: 089, Train Loss: 24.6983291, Train Acc: 0.8131868, Test Acc: 0.7142857, Train Cov: 0.2428427
Epoch: 090, Train Loss: 25.5025547, Train Acc: 0.8311688, Test Acc: 0.6517857, Train Cov: 0.2507431
Epoch: 091, Train Loss: 26.0326588, Train Acc: 0.8241758, Test Acc: 0.6875000, Train Cov: 0.2560143
