{'dataset_name': 'PROTEINS', 'num_workers': 1, 'cov_weight': 0, 'hyperparams': {'batch_size': 64, 'epochs': 1501, 'learning_rate': 0.0001, 'step_size': 100, 'decay_rate': 0.8}, 'architecture': {'layers': 3, 'hidden': 128, 'pooling': 'S', 'JK': 'C', 'method': 'penalty', 'dropout': 0.5, 'exps': 1, 'exp_nonlinear': 'Tanh', 'exp_bn': 'N', 'mlp_n': 1, 'mlp_nonlinear': 'ReLU', 'aggr': 'add'}, 'commit_id': 'd31103d6042fcfe0c20783c1dd8565372223d04a', 'time_stamp': '1614145022', 'directory': '../../nlg_results/pca/board/'}
-------- FOLD0 DATASET=PROTEINS, COMMIT_ID=d31103d6042fcfe0c20783c1dd8565372223d04a
Epoch: 001, Train Loss: 0.6627058, Train Acc: 0.5154845, Test Acc: 0.5446429, Train Cov: 3.8028562
Epoch: 002, Train Loss: 0.6120253, Train Acc: 0.6793207, Test Acc: 0.7142857, Train Cov: 3.8089595
Epoch: 003, Train Loss: 0.5913279, Train Acc: 0.6513487, Test Acc: 0.6428571, Train Cov: 3.8010221
Epoch: 004, Train Loss: 0.5715138, Train Acc: 0.7122877, Test Acc: 0.6696429, Train Cov: 3.7884507
Epoch: 005, Train Loss: 0.5799313, Train Acc: 0.7062937, Test Acc: 0.7232143, Train Cov: 3.7961361
Epoch: 006, Train Loss: 0.5597399, Train Acc: 0.6993007, Test Acc: 0.7589286, Train Cov: 3.7903860
Epoch: 007, Train Loss: 0.5633465, Train Acc: 0.7092907, Test Acc: 0.7053571, Train Cov: 3.7955134
Epoch: 008, Train Loss: 0.5634876, Train Acc: 0.7152847, Test Acc: 0.7321429, Train Cov: 3.8021412
Epoch: 009, Train Loss: 0.5574666, Train Acc: 0.7332667, Test Acc: 0.7053571, Train Cov: 3.7995813
Epoch: 010, Train Loss: 0.5446984, Train Acc: 0.7422577, Test Acc: 0.7589286, Train Cov: 3.7932150
Epoch: 011, Train Loss: 0.5387661, Train Acc: 0.7212787, Test Acc: 0.6964286, Train Cov: 3.7914693
Epoch: 012, Train Loss: 0.5474451, Train Acc: 0.7262737, Test Acc: 0.7232143, Train Cov: 3.7874475
Epoch: 013, Train Loss: 0.5494086, Train Acc: 0.7272727, Test Acc: 0.7321429, Train Cov: 3.7860439
Epoch: 014, Train Loss: 0.5355815, Train Acc: 0.7402597, Test Acc: 0.7500000, Train Cov: 3.7828019
Epoch: 015, Train Loss: 0.5297827, Train Acc: 0.7452547, Test Acc: 0.7410714, Train Cov: 3.7718909
Epoch: 016, Train Loss: 0.5364060, Train Acc: 0.7372627, Test Acc: 0.7142857, Train Cov: 3.7654669
Epoch: 017, Train Loss: 0.5261413, Train Acc: 0.7122877, Test Acc: 0.6964286, Train Cov: 3.7607677
Epoch: 018, Train Loss: 0.5322477, Train Acc: 0.7362637, Test Acc: 0.6964286, Train Cov: 3.7508571
Epoch: 019, Train Loss: 0.5275911, Train Acc: 0.7402597, Test Acc: 0.6785714, Train Cov: 3.7608886
