{'dataset_name': 'COLLAB', 'seed': 777, 'num_workers': 1, 'cov_weight': 0, 'hyperparams': {'batch_size': 32, 'epochs': 1001, 'learning_rate': 0.001, 'step_size': 50, 'decay_rate': 0.75}, 'architecture': {'layers': 4, 'hidden': 128, 'pooling': 'add', 'JK': 'last', 'nonlinear_conv': 'penalty', 'dropout': 0.5, 'variants': {'BN': 'Y'}}, 'commit_id': '6f55b640f8dfe79a88848eb6ac015241c8bced1e', 'time_stamp': '1612100617', 'directory': '../../nlg_results/tu/board/'}
-------- FOLD0 DATASET=COLLAB, COMMIT_ID=6f55b640f8dfe79a88848eb6ac015241c8bced1e
Epoch: 001, Train Loss: 0.9719648, Train Acc: 0.6524444, Test Acc: 0.6340000, Train Cov: 452.2702332
Epoch: 002, Train Loss: 0.7626591, Train Acc: 0.6728889, Test Acc: 0.6540000, Train Cov: 498.8854980
Epoch: 003, Train Loss: 0.7005018, Train Acc: 0.7037778, Test Acc: 0.7100000, Train Cov: 454.7518005
Epoch: 004, Train Loss: 0.6966165, Train Acc: 0.7006667, Test Acc: 0.6920000, Train Cov: 584.9029541
Epoch: 005, Train Loss: 0.6498009, Train Acc: 0.6826667, Test Acc: 0.6660000, Train Cov: 573.8146362
Epoch: 006, Train Loss: 0.6550289, Train Acc: 0.7328889, Test Acc: 0.6960000, Train Cov: 546.8975830
Epoch: 007, Train Loss: 0.6797332, Train Acc: 0.6820000, Test Acc: 0.6540000, Train Cov: 410.3619080
Epoch: 008, Train Loss: 0.6398603, Train Acc: 0.6791111, Test Acc: 0.6680000, Train Cov: 564.8718872
Epoch: 009, Train Loss: 0.6383679, Train Acc: 0.7166667, Test Acc: 0.6860000, Train Cov: 481.5817261
Epoch: 010, Train Loss: 0.6341636, Train Acc: 0.7482222, Test Acc: 0.7200000, Train Cov: 445.6787109
Epoch: 011, Train Loss: 0.6176550, Train Acc: 0.7360000, Test Acc: 0.7080000, Train Cov: 475.9489441
Epoch: 012, Train Loss: 0.6128255, Train Acc: 0.7386667, Test Acc: 0.7240000, Train Cov: 609.2534180
