{'dataset_name': 'QM9', 'target': 4, 'model': 'NLG_R', 'seed': 777, 'hyperparams': {'batch_size': 64, 'epochs': 601, 'learning_rate': 0.0001, 'step_size': 30, 'decay_rate': 0.85}, 'architecture': {'layers': 4, 'hidden': 256, 'pooling': 'add', 'JK': 'cat', 'nonlinear_conv': 'EB32', 'variants': {'BN': 'N', 'aggr_mlp': 1, 'fea_activation': 'ReLU'}}, 'commit_id': '6f6e8946f0ea3ec197191d5a4e488c6e50056d2b', 'time_stamp': '1595314870', 'directory': '../../../nlg_results/dc2-Ymq2/QM9_1.5.0/board/'}
--------
QM9_4, 1595314870_6f6e894_EB32_1_ReLU_4_256_N_0.0001_30_0.85_B64, ID=6f6e8946f0ea3ec197191d5a4e488c6e50056d2b
Epoch: 001, LR: 0.000100, Loss: 0.1555600, Validation MAE: 0.2639760, Test MAE: 0.2619391
Epoch: 002, LR: 0.000100, Loss: 0.0713550, Validation MAE: 0.2375453, Test MAE: 0.2394905
Epoch: 003, LR: 0.000100, Loss: 0.0582272, Validation MAE: 0.2042864, Test MAE: 0.2042125
Epoch: 004, 0.000100,0.0501966,0.2055541,0.2027308
Epoch: 005, LR: 0.000100, Loss: 0.0436501, Validation MAE: 0.1923991, Test MAE: 0.1912925
Epoch: 006, LR: 0.000100, Loss: 0.0390068, Validation MAE: 0.1804762, Test MAE: 0.1828381
Epoch: 007, 0.000100,0.0362686,0.2175745,0.2183793
Epoch: 008, LR: 0.000100, Loss: 0.0327326, Validation MAE: 0.1606520, Test MAE: 0.1605061
Epoch: 009, 0.000100,0.0341630,0.1634916,0.1641326
Epoch: 010, LR: 0.000100, Loss: 0.0277314, Validation MAE: 0.1587747, Test MAE: 0.1578332
Epoch: 011, LR: 0.000100, Loss: 0.0257510, Validation MAE: 0.1455097, Test MAE: 0.1450471
Epoch: 012, 0.000100,0.0242379,0.1477753,0.1468252
Epoch: 013, LR: 0.000100, Loss: 0.0229806, Validation MAE: 0.1375711, Test MAE: 0.1367297
Epoch: 014, 0.000100,0.0211315,0.1407332,0.1404670
Epoch: 015, 0.000100,0.0194863,0.1481795,0.1465788
Epoch: 016, LR: 0.000100, Loss: 0.0185857, Validation MAE: 0.1323211, Test MAE: 0.1310727
Epoch: 017, LR: 0.000100, Loss: 0.0170274, Validation MAE: 0.1285402, Test MAE: 0.1272484
Epoch: 018, LR: 0.000100, Loss: 0.0165424, Validation MAE: 0.1268279, Test MAE: 0.1255008
Epoch: 019, LR: 0.000100, Loss: 0.0168752, Validation MAE: 0.1224729, Test MAE: 0.1200083
Epoch: 020, 0.000100,0.0145347,0.1254347,0.1228779
Epoch: 021, 0.000100,0.0133830,0.1231843,0.1203635
Epoch: 022, LR: 0.000100, Loss: 0.0134102, Validation MAE: 0.1200900, Test MAE: 0.1181676
