{'dataset_name': 'QM9', 'target': 11, 'model': 'NLG_R', 'seed': 777, 'hyperparams': {'batch_size': 64, 'epochs': 601, 'learning_rate': 0.0001, 'step_size': 30, 'decay_rate': 0.85}, 'architecture': {'layers': 4, 'hidden': 512, 'pooling': 'add', 'JK': 'cat', 'nonlinear_conv': 'CB', 'variants': {'BN': 'N', 'aggr_mlp': 1, 'fea_activation': 'ReLU'}}, 'commit_id': '6f6e8946f0ea3ec197191d5a4e488c6e50056d2b', 'time_stamp': '1596097423', 'directory': '../../../nlg_results/dc2-Ymq2/QM9_1.5.0/board/'}
--------
QM9_11, 1596097423_6f6e894_CB_1_ReLU_4_512_N_0.0001_30_0.85_B64, ID=6f6e8946f0ea3ec197191d5a4e488c6e50056d2b
Epoch: 001, LR: 0.000100, Loss: 0.1262192, Validation MAE: 0.5987878, Test MAE: 0.6046401
Epoch: 002, LR: 0.000100, Loss: 0.0410096, Validation MAE: 0.5810438, Test MAE: 0.5742555
Epoch: 003, LR: 0.000100, Loss: 0.0322492, Validation MAE: 0.4727642, Test MAE: 0.4754433
Epoch: 004, LR: 0.000100, Loss: 0.0277562, Validation MAE: 0.4324550, Test MAE: 0.4385753
Epoch: 005, LR: 0.000100, Loss: 0.0229817, Validation MAE: 0.3627710, Test MAE: 0.3633680
Epoch: 006, 0.000100,0.0191978,0.4040323,0.3926591
Epoch: 007, LR: 0.000100, Loss: 0.0161711, Validation MAE: 0.3381614, Test MAE: 0.3392568
Epoch: 008, LR: 0.000100, Loss: 0.0141505, Validation MAE: 0.2960499, Test MAE: 0.2991524
Epoch: 009, LR: 0.000100, Loss: 0.0126855, Validation MAE: 0.2630181, Test MAE: 0.2624355
Epoch: 010, LR: 0.000100, Loss: 0.0109077, Validation MAE: 0.2178928, Test MAE: 0.2187472
Epoch: 011, 0.000100,0.0098594,0.2342732,0.2320405
Epoch: 012, 0.000100,0.0089187,0.2529578,0.2515459
Epoch: 013, 0.000100,0.0084387,0.2230804,0.2261721
Epoch: 014, 0.000100,0.0075293,0.2799701,0.2805063
Epoch: 015, LR: 0.000100, Loss: 0.0071541, Validation MAE: 0.1810857, Test MAE: 0.1828228
Epoch: 016, 0.000100,0.0067356,0.2405116,0.2404489
Epoch: 017, LR: 0.000100, Loss: 0.0060970, Validation MAE: 0.1808379, Test MAE: 0.1813362
Epoch: 018, 0.000100,0.0061309,0.1870219,0.1889782
Epoch: 019, LR: 0.000100, Loss: 0.0057623, Validation MAE: 0.1689953, Test MAE: 0.1705556
Epoch: 020, LR: 0.000100, Loss: 0.0053600, Validation MAE: 0.1632496, Test MAE: 0.1634139
Epoch: 021, LR: 0.000100, Loss: 0.0051091, Validation MAE: 0.1571856, Test MAE: 0.1596688
Epoch: 022, LR: 0.000100, Loss: 0.0046732, Validation MAE: 0.1562000, Test MAE: 0.1552841
