{'dataset_name': 'QM9', 'seed': 777, 'target': 9, 'cov_weight': 0, 'hyperparams': {'batch_size': 64, 'epochs': 601, 'learning_rate': 0.0001, 'step_size': 30, 'decay_rate': 0.85}, 'architecture': {'layers': 4, 'hidden': 256, 'pooling': 'add', 'JK': 'cat', 'nonlinear_conv': 'penalty', 'exps': 1, 'leak': 0.2, 'aggr': 'add'}, 'commit_id': '8e7c25afed5fbf2e507f30af7cd2f0afe6025ff3', 'time_stamp': '1612364804', 'directory': '../../nlg_results/titanv/QM9/board/'}
--------
QM9_9, 1612364804_8e7c25a_penalty_add_cat_4_256_0.0001_30_0.85_B64_S777_C0, ID=8e7c25afed5fbf2e507f30af7cd2f0afe6025ff3
Epoch: 001, LR: 0.000100, Loss: 0.4414172, Validation MAE: 14.4451229, Test MAE: 14.3584822, Cov: 4.7676997
Epoch: 002, LR: 0.000100, Loss: 0.2638117, Validation MAE: 10.4919837, Test MAE: 10.3617325, Cov: 4.7556205
Epoch: 003, 0.000100,0.1932398,10.7555164,10.5858443, 4.7557034
Epoch: 004, LR: 0.000100, Loss: 0.1537544, Validation MAE: 6.5202979, Test MAE: 6.0204811, Cov: 4.7557845
Epoch: 005, LR: 0.000100, Loss: 0.1225872, Validation MAE: 5.6327636, Test MAE: 5.6526443, Cov: 4.7580462
Epoch: 006, 0.000100,0.0967808,9.0854890,8.8576442, 4.7626367
Epoch: 007, 0.000100,0.0732941,5.9166911,5.8699766, 4.7704573
Epoch: 008, LR: 0.000100, Loss: 0.0530307, Validation MAE: 4.7089906, Test MAE: 4.4850822, Cov: 4.7724981
Epoch: 009, LR: 0.000100, Loss: 0.0401863, Validation MAE: 4.6882513, Test MAE: 4.6313180, Cov: 4.7806215
Epoch: 010, LR: 0.000100, Loss: 0.0277891, Validation MAE: 3.3098924, Test MAE: 3.1491156, Cov: 4.7784100
Epoch: 011, LR: 0.000100, Loss: 0.0261350, Validation MAE: 3.0629808, Test MAE: 2.6471204, Cov: 4.7751937
Epoch: 012, 0.000100,0.0221514,13.0943475,11.7530399, 4.7640991
Epoch: 013, 0.000100,0.0207920,4.7765175,4.5389204, 4.7534680
Epoch: 014, 0.000100,0.0198947,3.7432533,3.4466851, 4.7492299
Epoch: 015, LR: 0.000100, Loss: 0.0165946, Validation MAE: 2.5561385, Test MAE: 2.3760742, Cov: 4.7455368
Epoch: 016, 0.000100,0.0166451,3.4464145,3.2118761, 4.7410092
Epoch: 017, 0.000100,0.0139871,5.7207143,4.5720672, 4.7310534
Epoch: 018, 0.000100,0.0153119,5.4329524,5.4171919, 4.7228551
