{'dataset_name': 'QM9', 'target': 6, 'model': 'NLG_R', 'seed': 777, 'hyperparams': {'batch_size': 64, 'epochs': 601, 'learning_rate': 0.0001, 'step_size': 30, 'decay_rate': 0.85}, 'architecture': {'layers': 4, 'hidden': 256, 'pooling': 'add', 'JK': 'cat', 'nonlinear_conv': 'GIN', 'variants': {'BN': 'N', 'aggr_mlp': 1, 'fea_activation': 'ReLU'}}, 'commit_id': 'cab672852d2d21166fbfeaf0dfe3cd4182c48c31', 'time_stamp': '1595374500', 'directory': '../../nlg_results/titanv/QM9/board/'}
--------
QM9_6, 1595374500_cab6728_GIN_1_ReLU_4_256_N_0.0001_30_0.85_B64, ID=cab672852d2d21166fbfeaf0dfe3cd4182c48c31
Epoch: 001, LR: 0.000100, Loss: 0.0343404, Validation MAE: 0.0015103, Test MAE: 0.0015049
Epoch: 002, 0.000100,0.0077249,0.0021273,0.0021099
Epoch: 003, 0.000100,0.0055807,0.0017283,0.0017406
Epoch: 004, LR: 0.000100, Loss: 0.0046029, Validation MAE: 0.0012132, Test MAE: 0.0012121
Epoch: 005, LR: 0.000100, Loss: 0.0038296, Validation MAE: 0.0009094, Test MAE: 0.0009014
Epoch: 006, 0.000100,0.0037203,0.0027212,0.0027368
Epoch: 007, 0.000100,0.0032548,0.0016914,0.0016952
Epoch: 008, 0.000100,0.0029815,0.0018541,0.0018377
Epoch: 009, 0.000100,0.0027021,0.0019638,0.0019664
Epoch: 010, LR: 0.000100, Loss: 0.0025211, Validation MAE: 0.0007687, Test MAE: 0.0007755
Epoch: 011, 0.000100,0.0023638,0.0011362,0.0011448
Epoch: 012, 0.000100,0.0023281,0.0008649,0.0008536
Epoch: 013, 0.000100,0.0020941,0.0011864,0.0011936
Epoch: 014, 0.000100,0.0020083,0.0028410,0.0028336
Epoch: 015, LR: 0.000100, Loss: 0.0020153, Validation MAE: 0.0007160, Test MAE: 0.0007031
Epoch: 016, 0.000100,0.0018706,0.0007590,0.0007588
Epoch: 017, 0.000100,0.0017666,0.0008898,0.0008850
Epoch: 018, 0.000100,0.0016927,0.0010683,0.0010728
Epoch: 019, 0.000100,0.0017105,0.0013793,0.0013847
Epoch: 020, 0.000100,0.0015405,0.0017883,0.0017792
Epoch: 021, 0.000100,0.0015187,0.0008729,0.0008727
Epoch: 022, LR: 0.000100, Loss: 0.0014596, Validation MAE: 0.0007000, Test MAE: 0.0006964
Epoch: 023, 0.000100,0.0014283,0.0016510,0.0016536
Epoch: 024, LR: 0.000100, Loss: 0.0013942, Validation MAE: 0.0006157, Test MAE: 0.0006145
Epoch: 025, 0.000100,0.0013391,0.0006513,0.0006533
Epoch: 026, LR: 0.000100, Loss: 0.0012839, Validation MAE: 0.0006013, Test MAE: 0.0005991
Epoch: 027, 0.000100,0.0012152,0.0007218,0.0007212
Epoch: 028, 0.000100,0.0012017,0.0016953,0.0016838
Epoch: 029, 0.000100,0.0011729,0.0011211,0.0011304
Epoch: 030, LR: 0.000100, Loss: 0.0010790, Validation MAE: 0.0005615, Test MAE: 0.0005580
Epoch: 031, 0.000085,0.0009084,0.0008293,0.0008298
Epoch: 032, 0.000085,0.0009774,0.0005712,0.0005639
Epoch: 033, 0.000085,0.0009288,0.0006602,0.0006685
Epoch: 034, 0.000085,0.0008952,0.0006010,0.0006131
Epoch: 035, 0.000085,0.0008794,0.0011877,0.0011955
Epoch: 036, 0.000085,0.0008772,0.0011961,0.0012078
Epoch: 037, 0.000085,0.0007829,0.0005737,0.0005654
Epoch: 038, LR: 0.000085, Loss: 0.0008019, Validation MAE: 0.0005121, Test MAE: 0.0005137
Epoch: 039, 0.000085,0.0007498,0.0008921,0.0008903
Epoch: 040, 0.000085,0.0007383,0.0008359,0.0008439
Epoch: 041, LR: 0.000085, Loss: 0.0007547, Validation MAE: 0.0004783, Test MAE: 0.0004777
Epoch: 042, 0.000085,0.0006575,0.0005683,0.0005661
Epoch: 043, 0.000085,0.0006977,0.0012031,0.0011936
Epoch: 044, 0.000085,0.0006482,0.0006154,0.0006150
Epoch: 045, 0.000085,0.0006505,0.0005401,0.0005483
Epoch: 046, 0.000085,0.0006230,0.0008009,0.0007942
Epoch: 047, LR: 0.000085, Loss: 0.0005833, Validation MAE: 0.0004626, Test MAE: 0.0004699
Epoch: 048, 0.000085,0.0006258,0.0005602,0.0005630
Epoch: 049, 0.000085,0.0005663,0.0005031,0.0005066
Epoch: 050, 0.000085,0.0005992,0.0005219,0.0005192
Epoch: 051, 0.000085,0.0005570,0.0005285,0.0005252
Epoch: 052, 0.000085,0.0005208,0.0004909,0.0004864
Epoch: 053, 0.000085,0.0005408,0.0008843,0.0008899
Epoch: 054, 0.000085,0.0005086,0.0004671,0.0004617
Epoch: 055, 0.000085,0.0005135,0.0011119,0.0011131
Epoch: 056, 0.000085,0.0005170,0.0005460,0.0005490
Epoch: 057, 0.000085,0.0004991,0.0005037,0.0005045
Epoch: 058, 0.000085,0.0004766,0.0007610,0.0007788
Epoch: 059, 0.000085,0.0004855,0.0008056,0.0008133
Epoch: 060, 0.000085,0.0004437,0.0006614,0.0006657
Epoch: 061, 0.000072,0.0004033,0.0004812,0.0004873
Epoch: 062, 0.000072,0.0003900,0.0006495,0.0006585
Epoch: 063, LR: 0.000072, Loss: 0.0003899, Validation MAE: 0.0003871, Test MAE: 0.0003883
Epoch: 064, 0.000072,0.0003977,0.0005062,0.0005033
Epoch: 065, 0.000072,0.0003722,0.0004103,0.0004142
Epoch: 066, 0.000072,0.0003552,0.0005357,0.0005309
Epoch: 067, 0.000072,0.0003452,0.0004257,0.0004247
Epoch: 068, 0.000072,0.0003601,0.0009934,0.0009874
Epoch: 069, 0.000072,0.0003578,0.0004951,0.0004970
Epoch: 070, 0.000072,0.0003264,0.0005980,0.0006034
Epoch: 071, 0.000072,0.0003286,0.0007371,0.0007385
Epoch: 072, 0.000072,0.0003521,0.0004458,0.0004484
Epoch: 073, LR: 0.000072, Loss: 0.0003168, Validation MAE: 0.0003723, Test MAE: 0.0003732
Epoch: 074, 0.000072,0.0003404,0.0005477,0.0005529
Epoch: 075, LR: 0.000072, Loss: 0.0003188, Validation MAE: 0.0003690, Test MAE: 0.0003705
Epoch: 076, 0.000072,0.0002946,0.0004004,0.0004067
Epoch: 077, 0.000072,0.0003034,0.0003691,0.0003747
Epoch: 078, 0.000072,0.0003352,0.0003820,0.0003873
Epoch: 079, 0.000072,0.0002939,0.0003863,0.0003838
Epoch: 080, 0.000072,0.0002932,0.0003795,0.0003828
Epoch: 081, 0.000072,0.0003353,0.0003771,0.0003737
Epoch: 082, 0.000072,0.0002841,0.0004049,0.0004068
Epoch: 083, LR: 0.000072, Loss: 0.0002780, Validation MAE: 0.0003677, Test MAE: 0.0003689
Epoch: 084, 0.000072,0.0003021,0.0004119,0.0004177
Epoch: 085, LR: 0.000072, Loss: 0.0002656, Validation MAE: 0.0003670, Test MAE: 0.0003658
Epoch: 086, 0.000072,0.0002849,0.0009853,0.0009803
Epoch: 087, LR: 0.000072, Loss: 0.0002752, Validation MAE: 0.0003363, Test MAE: 0.0003369
Epoch: 088, 0.000072,0.0002741,0.0005270,0.0005370
Epoch: 089, 0.000072,0.0002835,0.0003970,0.0003998
Epoch: 090, 0.000072,0.0002687,0.0004158,0.0004183
Epoch: 091, 0.000061,0.0002261,0.0003858,0.0003896
Epoch: 092, 0.000061,0.0002254,0.0006105,0.0006149
Epoch: 093, 0.000061,0.0002245,0.0003530,0.0003557
Epoch: 094, 0.000061,0.0002280,0.0003437,0.0003443
Epoch: 095, 0.000061,0.0002154,0.0003696,0.0003689
Epoch: 096, 0.000061,0.0002213,0.0003903,0.0003951
Epoch: 097, LR: 0.000061, Loss: 0.0002109, Validation MAE: 0.0003330, Test MAE: 0.0003380
Epoch: 098, 0.000061,0.0002202,0.0003634,0.0003682
Epoch: 099, 0.000061,0.0002173,0.0005618,0.0005609
Epoch: 100, 0.000061,0.0002106,0.0003773,0.0003780
Epoch: 101, 0.000061,0.0002065,0.0004771,0.0004784
Epoch: 102, 0.000061,0.0002092,0.0003701,0.0003702
Epoch: 103, 0.000061,0.0002045,0.0003662,0.0003667
Epoch: 104, 0.000061,0.0002057,0.0005127,0.0005102
Epoch: 105, 0.000061,0.0002083,0.0005570,0.0005577
Epoch: 106, 0.000061,0.0001954,0.0004682,0.0004703
Epoch: 107, 0.000061,0.0002068,0.0004630,0.0004686
Epoch: 108, 0.000061,0.0001915,0.0004332,0.0004326
Epoch: 109, 0.000061,0.0001983,0.0006338,0.0006407
Epoch: 110, 0.000061,0.0002058,0.0003378,0.0003450
Epoch: 111, 0.000061,0.0001957,0.0003375,0.0003337
Epoch: 112, 0.000061,0.0001964,0.0004189,0.0004246
Epoch: 113, 0.000061,0.0001967,0.0003965,0.0003988
Epoch: 114, 0.000061,0.0001830,0.0004671,0.0004659
Epoch: 115, 0.000061,0.0001930,0.0003862,0.0003937
Epoch: 116, 0.000061,0.0001859,0.0003466,0.0003501
Epoch: 117, 0.000061,0.0001851,0.0003429,0.0003484
Epoch: 118, 0.000061,0.0001869,0.0003851,0.0003887
Epoch: 119, 0.000061,0.0001783,0.0003939,0.0004005
Epoch: 120, 0.000061,0.0001805,0.0003572,0.0003627
Epoch: 121, LR: 0.000052, Loss: 0.0001613, Validation MAE: 0.0003137, Test MAE: 0.0003163
Epoch: 122, 0.000052,0.0001538,0.0003171,0.0003275
Epoch: 123, LR: 0.000052, Loss: 0.0001548, Validation MAE: 0.0003112, Test MAE: 0.0003123
Epoch: 124, 0.000052,0.0001563,0.0003230,0.0003322
Epoch: 125, LR: 0.000052, Loss: 0.0001563, Validation MAE: 0.0002971, Test MAE: 0.0003020
Epoch: 126, 0.000052,0.0001530,0.0003206,0.0003228
Epoch: 127, LR: 0.000052, Loss: 0.0001528, Validation MAE: 0.0002908, Test MAE: 0.0002913
Epoch: 128, 0.000052,0.0001510,0.0003435,0.0003442
Epoch: 129, 0.000052,0.0001442,0.0003082,0.0003097
Epoch: 130, 0.000052,0.0001530,0.0003958,0.0004014
Epoch: 131, LR: 0.000052, Loss: 0.0001450, Validation MAE: 0.0002895, Test MAE: 0.0002930
Epoch: 132, 0.000052,0.0001505,0.0003060,0.0003091
Epoch: 133, 0.000052,0.0001379,0.0003666,0.0003724
Epoch: 134, 0.000052,0.0001454,0.0002990,0.0003021
Epoch: 135, 0.000052,0.0001480,0.0002970,0.0003011
Epoch: 136, 0.000052,0.0001437,0.0003004,0.0003034
Epoch: 137, 0.000052,0.0001400,0.0002929,0.0002935
Epoch: 138, 0.000052,0.0001368,0.0003029,0.0003116
Epoch: 139, 0.000052,0.0001449,0.0002903,0.0002919
Epoch: 140, 0.000052,0.0001425,0.0002923,0.0002985
Epoch: 141, 0.000052,0.0001444,0.0003401,0.0003440
Epoch: 142, LR: 0.000052, Loss: 0.0001410, Validation MAE: 0.0002878, Test MAE: 0.0002917
Epoch: 143, 0.000052,0.0001352,0.0003103,0.0003136
Epoch: 144, 0.000052,0.0001391,0.0006521,0.0006493
Epoch: 145, 0.000052,0.0001417,0.0002920,0.0002970
Epoch: 146, 0.000052,0.0001385,0.0003244,0.0003273
Epoch: 147, 0.000052,0.0001310,0.0003377,0.0003408
Epoch: 148, 0.000052,0.0001388,0.0003929,0.0003946
Epoch: 149, 0.000052,0.0001350,0.0002996,0.0003031
Epoch: 150, 0.000052,0.0001502,0.0003733,0.0003736
