{'dataset_name': 'QM9', 'target': 5, 'seed': 777, 'cov_weight': 0.01, 'hyperparams': {'batch_size': 64, 'epochs': 601, 'learning_rate': 0.001, 'step_size': 30, 'decay_rate': 0.75}, 'architecture': {'layers': 4, 'hidden': 256, 'pooling': 'add', 'JK': 'cat', 'nonlinear_conv': 'e4', 'variants': {'BN': 'Y'}}, 'commit_id': 'bb95b1a8813c59d83babe87ddbda5038f12700fc', 'time_stamp': '1610206455', 'directory': '../../nlg_results/titanv/QM9/board/'}
--------
QM9_5, 1610206455_bb95b1a_e4_add_cat_4_256_Y_0.001_30_0.75_B64_S777_C0.01, ID=bb95b1a8813c59d83babe87ddbda5038f12700fc
Epoch: 001, LR: 0.001000, Loss: 0.4064980, Validation MAE: 65.3714036, Test MAE: 64.8890944, Cov: 2.7868123
Epoch: 002, 0.001000,0.1363823,74.1354936,73.2120741, 0.5271598
Epoch: 003, 0.001000,0.1033983,66.3147275,66.1680355, 0.1677290
Epoch: 004, LR: 0.001000, Loss: 0.0889299, Validation MAE: 50.9466661, Test MAE: 50.6939828, Cov: 0.0759121
Epoch: 005, LR: 0.001000, Loss: 0.0917179, Validation MAE: 43.5649728, Test MAE: 43.1613465, Cov: 0.1107912
Epoch: 006, 0.001000,0.0700075,45.4568600,45.5544083, 0.0507134
Epoch: 007, 0.001000,0.0650619,44.2324820,44.5163046, 0.0486088
Epoch: 008, LR: 0.001000, Loss: 0.0621900, Validation MAE: 40.9491381, Test MAE: 40.0426402, Cov: 0.0614072
Epoch: 009, LR: 0.001000, Loss: 0.0522369, Validation MAE: 37.6189625, Test MAE: 37.1044684, Cov: 0.0368767
Epoch: 010, 0.001000,0.0494317,55.0425335,55.2217069, 0.0330318
Epoch: 011, 0.001000,0.0455376,38.3843631,38.6486668, 0.0275392
Epoch: 012, LR: 0.001000, Loss: 0.0452594, Validation MAE: 31.4298119, Test MAE: 31.5248436, Cov: 0.0354946
Epoch: 013, 0.001000,0.0401457,36.1722078,35.6670106, 0.0237495
