{'dataset_name': 'QM9', 'target': 5, 'seed': 777, 'hyperparams': {'batch_size': 64, 'epochs': 601, 'learning_rate': 0.0001, 'step_size': 30, 'decay_rate': 0.85}, 'architecture': {'layers': 4, 'hidden': 256, 'pooling': 'add', 'JK': 'cat', 'nonlinear_conv': 'LDB2', 'variants': {'BN': 'N'}}, 'commit_id': 'ea302783196709975ad28ef0895268a116034922', 'time_stamp': '1609905673', 'directory': '../../nlg_results/titanv/QM9/board/'}
--------
QM9_5, 1609905673_ea30278_LDB2_add_cat_4_256_N_0.0001_30_0.85_B64_S777, ID=ea302783196709975ad28ef0895268a116034922
Epoch: 001, LR: 0.000100, Loss: 1.7629827, Validation MAE: 62.0125740, Test MAE: 60.9591934, Cov: 1.4684036
Epoch: 002, 0.000100,1.0724734,79.2188950,78.9160773, 0.9350321
Epoch: 003, 0.000100,0.9035063,63.5158463,63.4527766, 0.7995359
Epoch: 004, LR: 0.000100, Loss: 0.7772747, Validation MAE: 50.6345370, Test MAE: 49.7644347, Cov: 0.6871059
Epoch: 005, LR: 0.000100, Loss: 0.6885663, Validation MAE: 49.2804577, Test MAE: 48.0294907, Cov: 0.6071224
Epoch: 006, 0.000100,0.6345510,49.3677369,48.5037041, 0.5641601
Epoch: 007, LR: 0.000100, Loss: 0.6046312, Validation MAE: 40.0672801, Test MAE: 39.7015108, Cov: 0.5388859
Epoch: 008, 0.000100,0.5695277,48.7568431,47.9548247, 0.5093228
Epoch: 009, 0.000100,0.5499016,48.1782455,47.6027277, 0.4963253
Epoch: 010, LR: 0.000100, Loss: 0.5342626, Validation MAE: 40.0083839, Test MAE: 39.3523797, Cov: 0.4847150
Epoch: 011, LR: 0.000100, Loss: 0.5273330, Validation MAE: 35.6304484, Test MAE: 35.7631705, Cov: 0.4786243
Epoch: 012, 0.000100,0.5126153,37.9160122,37.7451916, 0.4688768
Epoch: 013, 0.000100,0.5029887,36.4576132,36.5919084, 0.4622784
Epoch: 014, 0.000100,0.5008898,46.5806997,47.1736158, 0.4595439
Epoch: 015, LR: 0.000100, Loss: 0.4951845, Validation MAE: 35.2928892, Test MAE: 35.7109964, Cov: 0.4562406
Epoch: 016, LR: 0.000100, Loss: 0.4841289, Validation MAE: 33.9331490, Test MAE: 34.1427181, Cov: 0.4488035
Epoch: 017, LR: 0.000100, Loss: 0.4800794, Validation MAE: 32.8323737, Test MAE: 32.6336421, Cov: 0.4442423
Epoch: 018, 0.000100,0.4793169,36.3628744,36.8416300, 0.4467063
Epoch: 019, 0.000100,0.4789249,38.5453503,38.7654361, 0.4454992
Epoch: 020, 0.000100,0.4707410,42.1811887,42.7468795, 0.4398293
Epoch: 021, LR: 0.000100, Loss: 0.4731776, Validation MAE: 30.4283245, Test MAE: 30.2448204, Cov: 0.4434105
Epoch: 022, LR: 0.000100, Loss: 0.4684466, Validation MAE: 28.6714300, Test MAE: 28.7004632, Cov: 0.4396995
Epoch: 023, LR: 0.000100, Loss: 0.4714883, Validation MAE: 27.0266978, Test MAE: 27.1433296, Cov: 0.4435881
Epoch: 024, 0.000100,0.4753862,30.9872108,30.9800851, 0.4483522
Epoch: 025, 0.000100,0.4701793,27.9712134,28.0589897, 0.4437096
Epoch: 026, 0.000100,0.4761820,27.1986023,27.5311996, 0.4501031
Epoch: 027, 0.000100,0.4792507,36.4282845,36.7866739, 0.4539688
Epoch: 028, 0.000100,0.4796932,31.5864320,31.7387136, 0.4548304
Epoch: 029, 0.000100,0.4815890,29.3247305,29.7333873, 0.4577667
Epoch: 030, 0.000100,0.4827844,29.5042241,30.0307106, 0.4598816
Epoch: 031, LR: 0.000085, Loss: 0.4775451, Validation MAE: 25.2721952, Test MAE: 25.5530106, Cov: 0.4568950
Epoch: 032, 0.000085,0.4799362,29.5014395,29.6182628, 0.4596184
Epoch: 033, 0.000085,0.4768538,25.3189759,25.6287785, 0.4573946
Epoch: 034, 0.000085,0.4751341,27.4353053,27.8373332, 0.4560587
Epoch: 035, 0.000085,0.4736141,29.8270575,30.0427641, 0.4550334
Epoch: 036, 0.000085,0.4732368,32.8637274,33.1361301, 0.4546626
Epoch: 037, 0.000085,0.4770733,28.2002715,28.4020493, 0.4583508
Epoch: 038, LR: 0.000085, Loss: 0.4761155, Validation MAE: 24.4573040, Test MAE: 25.0484031, Cov: 0.4583298
Epoch: 039, 0.000085,0.4794160,24.8076618,25.5540844, 0.4621703
