{'dataset_name': 'QM9', 'seed': 777, 'target': 9, 'cov_weight': 0.01, 'hyperparams': {'batch_size': 64, 'epochs': 601, 'learning_rate': 0.0001, 'step_size': 30, 'decay_rate': 0.85}, 'architecture': {'layers': 4, 'hidden': 256, 'pooling': 'add', 'JK': 'cat', 'nonlinear_conv': 'penalty', 'exps': 1, 'leak': 0.2, 'aggr': 'add'}, 'commit_id': '8e7c25afed5fbf2e507f30af7cd2f0afe6025ff3', 'time_stamp': '1612364779', 'directory': '../../nlg_results/titanv/QM9/board/'}
--------
QM9_9, 1612364779_8e7c25a_penalty_add_cat_4_256_0.0001_30_0.85_B64_S777_C0.01, ID=8e7c25afed5fbf2e507f30af7cd2f0afe6025ff3
Epoch: 001, LR: 0.000100, Loss: 0.4956045, Validation MAE: 19.4620336, Test MAE: 19.0533229, Cov: 4.7544603
Epoch: 002, LR: 0.000100, Loss: 0.3165871, Validation MAE: 9.7735923, Test MAE: 9.5340990, Cov: 4.6222978
Epoch: 003, 0.000100,0.2449209,11.2749907,11.0943446, 4.4637923
Epoch: 004, LR: 0.000100, Loss: 0.2019668, Validation MAE: 7.4770855, Test MAE: 7.0103271, Cov: 4.3056555
Epoch: 005, LR: 0.000100, Loss: 0.1693322, Validation MAE: 5.9710627, Test MAE: 6.0466990, Cov: 4.1359658
Epoch: 006, LR: 0.000100, Loss: 0.1426044, Validation MAE: 5.1977741, Test MAE: 5.1353339, Cov: 3.9468188
Epoch: 007, 0.000100,0.1145624,6.1229531,5.9912516, 3.7484362
Epoch: 008, LR: 0.000100, Loss: 0.0951992, Validation MAE: 3.4459869, Test MAE: 3.3735008, Cov: 3.5414991
Epoch: 009, 0.000100,0.0772817,10.3307709,10.3113821, 3.2997103
Epoch: 010, 0.000100,0.0597181,5.7100657,5.6559198, 2.9954574
Epoch: 011, LR: 0.000100, Loss: 0.0582221, Validation MAE: 2.8798079, Test MAE: 2.7346628, Cov: 2.6725791
Epoch: 012, 0.000100,0.0477959,6.3168813,6.2691184, 2.3020360
Epoch: 013, LR: 0.000100, Loss: 0.0440291, Validation MAE: 2.8199720, Test MAE: 2.7693598, Cov: 1.8861183
Epoch: 014, 0.000100,0.0402114,4.5290717,4.4528461, 1.5015972
Epoch: 015, 0.000100,0.0314870,6.1477474,6.0880874, 1.1382442
