{'dataset_name': 'QM9', 'target': 5, 'seed': 777, 'cov_weight': 0, 'hyperparams': {'batch_size': 64, 'epochs': 601, 'learning_rate': 0.001, 'step_size': 30, 'decay_rate': 0.75}, 'architecture': {'layers': 4, 'hidden': 256, 'pooling': 'add', 'JK': 'cat', 'nonlinear_conv': 'e4', 'variants': {'BN': 'Y'}}, 'commit_id': 'bb95b1a8813c59d83babe87ddbda5038f12700fc', 'time_stamp': '1610206468', 'directory': '../../nlg_results/titanv/QM9/board/'}
--------
QM9_5, 1610206468_bb95b1a_e4_add_cat_4_256_Y_0.001_30_0.75_B64_S777_C0, ID=bb95b1a8813c59d83babe87ddbda5038f12700fc
Epoch: 001, LR: 0.001000, Loss: 0.3897142, Validation MAE: 82.3103462, Test MAE: 81.6891087, Cov: 122.9519958
Epoch: 002, LR: 0.001000, Loss: 0.1450923, Validation MAE: 61.6076418, Test MAE: 61.3119997, Cov: 416.0788574
Epoch: 003, LR: 0.001000, Loss: 0.1060431, Validation MAE: 49.4786327, Test MAE: 49.1249760, Cov: 811.5648804
Epoch: 004, 0.001000,0.0929674,75.5209239,73.5288060, 2000.4421387
Epoch: 005, LR: 0.001000, Loss: 0.0773280, Validation MAE: 45.6370806, Test MAE: 44.9143980, Cov: 4542.7065430
Epoch: 006, LR: 0.001000, Loss: 0.0717400, Validation MAE: 45.3807837, Test MAE: 44.7760764, Cov: 7936.6230469
Epoch: 007, LR: 0.001000, Loss: 0.0678301, Validation MAE: 44.4102746, Test MAE: 43.9426914, Cov: 14420.0537109
Epoch: 008, LR: 0.001000, Loss: 0.0588259, Validation MAE: 40.7345850, Test MAE: 40.2728652, Cov: 20380.7480469
Epoch: 009, 0.001000,0.0588750,44.6911744,44.4938174, 29017.7070312
Epoch: 010, 0.001000,0.0540271,44.5143873,44.8842200, 33068.6406250
Epoch: 011, 0.001000,0.0492784,41.6510127,41.4999053, 44892.2968750
Epoch: 012, LR: 0.001000, Loss: 0.0531315, Validation MAE: 36.8883627, Test MAE: 36.2544806, Cov: 59654.5312500
Epoch: 013, 0.001000,0.0479018,41.1959007,40.2564694, 81439.8515625
Epoch: 014, 0.001000,0.0445021,47.0616342,46.4109184, 86431.3203125
Epoch: 015, 0.001000,0.0452023,38.0548383,37.8089306, 100926.0625000
Epoch: 016, LR: 0.001000, Loss: 0.0395588, Validation MAE: 32.9631764, Test MAE: 32.8499607, Cov: 79707.3515625
Epoch: 017, LR: 0.001000, Loss: 0.0428418, Validation MAE: 32.8198751, Test MAE: 32.8655835, Cov: 126087.2343750
