{'dataset_name': 'QM9', 'target': 8, 'model': 'NLG_R', 'seed': 777, 'hyperparams': {'batch_size': 64, 'epochs': 601, 'learning_rate': 0.0001, 'step_size': 30, 'decay_rate': 0.85}, 'architecture': {'layers': 4, 'hidden': 512, 'pooling': 'add', 'JK': 'cat', 'nonlinear_conv': 'CA', 'variants': {'BN': 'N', 'fea_activation': 'ReLU'}}, 'commit_id': 'b1e82dd32d1089453a2bcac386c86153ad3dd67b', 'time_stamp': '1601008309', 'directory': '../../nlg_results/titanv/QM9/board/'}
--------
QM9_8, 1601008309_b1e82dd_CA_ReLU_add_cat_4_512_N_0.0001_30_0.85_B64_S777, ID=b1e82dd32d1089453a2bcac386c86153ad3dd67b
Epoch: 001, LR: 0.000100, Loss: 0.1337231, Validation MAE: 1.5135091, Test MAE: 1.5167015
Epoch: 002, LR: 0.000100, Loss: 0.0085192, Validation MAE: 1.1481141, Test MAE: 1.1510369
Epoch: 003, 0.000100,0.0063252,2.8231095,2.8290269
Epoch: 004, 0.000100,0.0054915,1.5407813,1.5439289
Epoch: 005, LR: 0.000100, Loss: 0.0048420, Validation MAE: 0.4721331, Test MAE: 0.4637186
Epoch: 006, 0.000100,0.0046567,0.7978960,0.7979009
Epoch: 007, 0.000100,0.0139818,0.5437441,0.5354750
Epoch: 008, 0.000100,0.0017561,1.1740154,1.1696830
Epoch: 009, 0.000100,0.0028610,5.8015703,5.7934816
Epoch: 010, 0.000100,0.0024383,1.0323827,1.0348134
Epoch: 011, LR: 0.000100, Loss: 0.0024158, Validation MAE: 0.4416111, Test MAE: 0.4322521
Epoch: 012, 0.000100,0.0083673,0.6164931,0.6091802
Epoch: 013, 0.000100,0.0010584,1.0187161,1.0231520
Epoch: 014, 0.000100,0.0018068,1.4311369,1.4242053
Epoch: 015, 0.000100,0.0016772,0.7810651,0.7755920
Epoch: 016, LR: 0.000100, Loss: 0.0019518, Validation MAE: 0.2668199, Test MAE: 0.2653476
Epoch: 017, 0.000100,0.0015091,0.7314542,0.7263157
Epoch: 018, LR: 0.000100, Loss: 0.0016277, Validation MAE: 0.2466669, Test MAE: 0.2480953
Epoch: 019, 0.000100,0.0018336,0.3515709,0.3483292
Epoch: 020, 0.000100,0.0008005,0.8627492,0.8665718
Epoch: 021, 0.000100,0.0012431,0.5515578,0.5506305
Epoch: 022, 0.000100,0.0088365,0.3005661,0.2975507
Epoch: 023, 0.000100,0.0006572,0.3401173,0.3383929
Epoch: 024, 0.000100,0.0010781,0.6286715,0.6281154
Epoch: 025, LR: 0.000100, Loss: 0.0011258, Validation MAE: 0.1982536, Test MAE: 0.1967043
Epoch: 026, 0.000100,0.0010501,0.9573329,0.9553459
Epoch: 027, 0.000100,0.0009070,0.5173655,0.5180754
Epoch: 028, 0.000100,0.0040132,0.3146575,0.3097380
Epoch: 029, 0.000100,0.0006252,0.9265021,0.9264361
Epoch: 030, 0.000100,0.0007542,0.4812415,0.4848142
Epoch: 031, 0.000085,0.0005336,0.4644792,0.4626202
Epoch: 032, LR: 0.000085, Loss: 0.0007112, Validation MAE: 0.1899188, Test MAE: 0.1910105
Epoch: 033, 0.000085,0.0006178,0.2652809,0.2655723
Epoch: 034, LR: 0.000085, Loss: 0.0005972, Validation MAE: 0.1585764, Test MAE: 0.1613637
Epoch: 035, 0.000085,0.0005476,0.4850938,0.4880463
Epoch: 036, LR: 0.000085, Loss: 0.0008171, Validation MAE: 0.1000049, Test MAE: 0.0996928
Epoch: 037, 0.000085,0.0004616,0.5018205,0.4933722
Epoch: 038, 0.000085,0.0005543,0.8057630,0.8040243
Epoch: 039, 0.000085,0.0004986,0.3173881,0.3171831
Epoch: 040, 0.000085,0.0005073,0.1106930,0.1117691
Epoch: 041, 0.000085,0.0005265,0.5392553,0.5359886
Epoch: 042, 0.000085,0.0004753,0.3337849,0.3296487
Epoch: 043, 0.000085,0.0004789,0.2839167,0.2803831
Epoch: 044, 0.000085,0.0004113,0.4137115,0.4140625
Epoch: 045, 0.000085,0.0004643,0.4163339,0.4231849
Epoch: 046, 0.000085,0.0003846,0.9721773,0.9738831
Epoch: 047, 0.000085,0.0004527,0.3809951,0.3807582
Epoch: 048, 0.000085,0.0005135,0.2035316,0.2049876
Epoch: 049, 0.000085,0.0002885,0.9685708,0.9737566
Epoch: 050, 0.000085,0.0004435,1.2409781,1.2393431
Epoch: 051, 0.000085,0.0003600,0.6361488,0.6400822
Epoch: 052, 0.000085,0.0004464,0.3757139,0.3710333
Epoch: 053, 0.000085,0.0004181,0.1330791,0.1326622
Epoch: 054, 0.000085,0.0005867,0.1558192,0.1556862
Epoch: 055, 0.000085,0.0002127,0.2833323,0.2822520
Epoch: 056, 0.000085,0.0003222,0.5756955,0.5706013
Epoch: 057, 0.000085,0.0004061,0.1748922,0.1744947
Epoch: 058, 0.000085,0.0003303,0.5391247,0.5425032
Epoch: 059, 0.000085,0.0003666,0.2757365,0.2769023
Epoch: 060, 0.000085,0.0003320,0.2620090,0.2600046
Epoch: 061, 0.000072,0.0002056,0.6905113,0.6895584
Epoch: 062, 0.000072,0.0002374,0.1943188,0.1896774
Epoch: 063, 0.000072,0.0002829,0.2391708,0.2389409
Epoch: 064, 0.000072,0.0002398,0.2346852,0.2299925
Epoch: 065, 0.000072,0.0002463,0.1722116,0.1734608
Epoch: 066, 0.000072,0.0002106,0.2133460,0.2128711
Epoch: 067, 0.000072,0.0002408,0.1084025,0.1101990
Epoch: 068, 0.000072,0.0002321,0.4973519,0.4952913
Epoch: 069, 0.000072,0.0002095,0.2167237,0.2160848
Epoch: 070, 0.000072,0.0002258,1.3630065,1.3595469
Epoch: 071, 0.000072,0.0002215,0.1667431,0.1630771
Epoch: 072, 0.000072,0.0002176,0.6839931,0.6782175
Epoch: 073, 0.000072,0.0002639,0.3148095,0.3157476
Epoch: 074, 0.000072,0.0001904,0.8632700,0.8644296
Epoch: 075, 0.000072,0.0002272,0.1956456,0.1974599
Epoch: 076, LR: 0.000072, Loss: 0.0002633, Validation MAE: 0.0587984, Test MAE: 0.0591440
Epoch: 077, 0.000072,0.0001829,1.0227974,1.0199042
Epoch: 078, 0.000072,0.0001996,0.3835125,0.3799355
Epoch: 079, 0.000072,0.0002161,0.1298446,0.1303291
Epoch: 080, 0.000072,0.0001965,0.1707549,0.1684630
Epoch: 081, 0.000072,0.0002652,0.1935445,0.1911785
Epoch: 082, 0.000072,0.0001657,0.3684155,0.3756173
Epoch: 083, 0.000072,0.0001976,0.0823861,0.0829693
Epoch: 084, 0.000072,0.0001835,0.1047620,0.1046893
Epoch: 085, 0.000072,0.0001970,0.2870978,0.2865036
Epoch: 086, 0.000072,0.0002002,0.1955500,0.1934313
Epoch: 087, 0.000072,0.0001684,0.6218293,0.6208413
Epoch: 088, 0.000072,0.0001902,0.1269944,0.1246414
Epoch: 089, 0.000072,0.0002563,0.0974648,0.0983395
Epoch: 090, 0.000072,0.0001294,0.1824888,0.1827256
Epoch: 091, 0.000061,0.0001120,0.1608133,0.1603205
Epoch: 092, 0.000061,0.0001295,0.2744029,0.2743144
Epoch: 093, 0.000061,0.0001518,0.1266373,0.1273582
Epoch: 094, 0.000061,0.0001273,0.1806723,0.1781311
Epoch: 095, 0.000061,0.0001311,0.1089276,0.1082645
Epoch: 096, 0.000061,0.0001490,0.0636405,0.0642621
Epoch: 097, 0.000061,0.0001240,0.0894823,0.0890508
Epoch: 098, 0.000061,0.0001255,0.2263316,0.2254459
Epoch: 099, 0.000061,0.0001303,0.4559615,0.4542183
Epoch: 100, 0.000061,0.0001264,0.6611966,0.6616945
Epoch: 101, 0.000061,0.0001282,0.0851006,0.0857592
Epoch: 102, 0.000061,0.0001621,0.0860703,0.0855465
Epoch: 103, 0.000061,0.0000919,0.5025575,0.5032037
Epoch: 104, 0.000061,0.0001325,0.1246027,0.1230297
