{'dataset_name': 'QM9', 'target': 5, 'seed': 777, 'hyperparams': {'batch_size': 64, 'epochs': 601, 'learning_rate': 0.0001, 'step_size': 30, 'decay_rate': 0.85}, 'architecture': {'layers': 4, 'hidden': 256, 'pooling': 'add', 'JK': 'cat', 'nonlinear_conv': 'LTB1', 'variants': {'BN': 'N'}}, 'commit_id': 'ea302783196709975ad28ef0895268a116034922', 'time_stamp': '1609905776', 'directory': '../../nlg_results/titanv/QM9/board/'}
--------
QM9_5, 1609905776_ea30278_LTB1_add_cat_4_256_N_0.0001_30_0.85_B64_S777, ID=ea302783196709975ad28ef0895268a116034922
Epoch: 001, LR: 0.000100, Loss: 0.8932396, Validation MAE: 87.5092043, Test MAE: 86.6316419, Cov: 0.5618349
Epoch: 002, LR: 0.000100, Loss: 0.7177111, Validation MAE: 64.6029434, Test MAE: 64.6751407, Cov: 0.5530875
Epoch: 003, LR: 0.000100, Loss: 0.6710271, Validation MAE: 63.6359288, Test MAE: 62.6770609, Cov: 0.5412611
Epoch: 004, LR: 0.000100, Loss: 0.6520879, Validation MAE: 55.5490541, Test MAE: 55.1188975, Cov: 0.5347898
Epoch: 005, 0.000100,0.6348492,62.1099984,61.8542531, 0.5245569
Epoch: 006, LR: 0.000100, Loss: 0.6112388, Validation MAE: 51.9595616, Test MAE: 51.4744250, Cov: 0.5221684
Epoch: 007, 0.000100,0.5973629,55.1234941,54.4767076, 0.5175971
Epoch: 008, LR: 0.000100, Loss: 0.5839046, Validation MAE: 43.5590636, Test MAE: 43.2449416, Cov: 0.5135889
Epoch: 009, 0.000100,0.5769204,46.1893861,46.2615662, 0.5122837
Epoch: 010, LR: 0.000100, Loss: 0.5710625, Validation MAE: 40.5808510, Test MAE: 39.7794481, Cov: 0.5123443
Epoch: 011, 0.000100,0.5644203,40.7340885,40.1638130, 0.5115332
Epoch: 012, 0.000100,0.5636797,41.5952981,40.8160710, 0.5083804
Epoch: 013, 0.000100,0.5556008,49.7132421,49.8253224, 0.5082888
Epoch: 014, 0.000100,0.5542287,42.2511128,41.7538496, 0.5077129
Epoch: 015, LR: 0.000100, Loss: 0.5494056, Validation MAE: 38.9129088, Test MAE: 38.9426573, Cov: 0.5049710
Epoch: 016, LR: 0.000100, Loss: 0.5469567, Validation MAE: 34.5707290, Test MAE: 34.6998327, Cov: 0.5048410
Epoch: 017, 0.000100,0.5420142,35.7481038,35.2561347, 0.5027083
Epoch: 018, 0.000100,0.5397642,37.4203297,36.7462839, 0.5006138
Epoch: 019, 0.000100,0.5372941,40.1467775,40.2977158, 0.4997395
Epoch: 020, 0.000100,0.5333545,36.6072528,36.1202039, 0.4972356
Epoch: 021, LR: 0.000100, Loss: 0.5298502, Validation MAE: 33.6349245, Test MAE: 33.3090296, Cov: 0.4948483
Epoch: 022, 0.000100,0.5275144,39.2060843,39.3573796, 0.4928841
Epoch: 023, LR: 0.000100, Loss: 0.5245435, Validation MAE: 29.9819520, Test MAE: 29.8407525, Cov: 0.4919801
Epoch: 024, 0.000100,0.5218822,31.7178437,31.6074966, 0.4908995
Epoch: 025, 0.000100,0.5203310,30.5332934,30.6676646, 0.4894663
Epoch: 026, LR: 0.000100, Loss: 0.5171413, Validation MAE: 28.6684185, Test MAE: 29.1068250, Cov: 0.4874456
Epoch: 027, 0.000100,0.5141268,31.0990193,31.0124313, 0.4845332
Epoch: 028, LR: 0.000100, Loss: 0.5103740, Validation MAE: 27.9561144, Test MAE: 28.0673816, Cov: 0.4830586
Epoch: 029, 0.000100,0.5098966,36.2549768,36.8457431, 0.4823445
Epoch: 030, 0.000100,0.5075883,29.8262183,29.6820633, 0.4805906
Epoch: 031, 0.000085,0.5036212,31.0398300,31.4547340, 0.4792443
Epoch: 032, LR: 0.000085, Loss: 0.5014254, Validation MAE: 27.0936460, Test MAE: 27.7089623, Cov: 0.4775615
Epoch: 033, 0.000085,0.4990508,28.7954641,29.4225043, 0.4761225
Epoch: 034, 0.000085,0.4967310,27.5636224,28.0027313, 0.4745852
Epoch: 035, 0.000085,0.4949403,28.8725097,29.2565853, 0.4734185
Epoch: 036, LR: 0.000085, Loss: 0.4924746, Validation MAE: 25.9826295, Test MAE: 26.4605950, Cov: 0.4711386
Epoch: 037, 0.000085,0.4895911,28.3728807,28.7454393, 0.4684273
Epoch: 038, 0.000085,0.4876662,35.0788353,34.7613362, 0.4673254
Epoch: 039, 0.000085,0.4862339,26.0367059,26.5755164, 0.4660298
Epoch: 040, LR: 0.000085, Loss: 0.4839586, Validation MAE: 25.1677369, Test MAE: 25.7663802, Cov: 0.4643276
Epoch: 041, 0.000085,0.4823252,25.7788900,26.4061261, 0.4628591
Epoch: 042, LR: 0.000085, Loss: 0.4819658, Validation MAE: 25.0911303, Test MAE: 25.4610562, Cov: 0.4630407
Epoch: 043, 0.000085,0.4803275,29.3428228,29.7252137, 0.4614977
Epoch: 044, 0.000085,0.4780131,25.9088254,26.4690721, 0.4599249
