{'dataset_name': 'QM9', 'target': 0, 'model': 'NLG_R', 'seed': 777, 'hyperparams': {'batch_size': 64, 'epochs': 601, 'learning_rate': 0.0001, 'step_size': 30, 'decay_rate': 0.85}, 'architecture': {'layers': 5, 'hidden': 256, 'pooling': 'add', 'JK': 'cat', 'nonlinear_conv': 'EA1', 'variants': {'BN': 'N', 'fea_activation': 'ReLU'}}, 'commit_id': 'b1e82dd32d1089453a2bcac386c86153ad3dd67b', 'time_stamp': '1601092343', 'directory': '../../nlg_results/titanv/QM9/board/'}
--------
QM9_0, 1601092343_b1e82dd_EA1_ReLU_add_cat_5_256_N_0.0001_30_0.85_B64_S777, ID=b1e82dd32d1089453a2bcac386c86153ad3dd67b
Epoch: 001, LR: 0.000100, Loss: 0.5701873, Validation MAE: 0.7337276, Test MAE: 0.7443363
Epoch: 002, LR: 0.000100, Loss: 0.4519221, Validation MAE: 0.7085192, Test MAE: 0.7211986
Epoch: 003, LR: 0.000100, Loss: 0.4076039, Validation MAE: 0.6774709, Test MAE: 0.6858368
Epoch: 004, 0.000100,0.3815328,0.6816241,0.6832206
Epoch: 005, LR: 0.000100, Loss: 0.3647810, Validation MAE: 0.6474618, Test MAE: 0.6559415
Epoch: 006, 0.000100,0.3504969,0.6893849,0.6976676
Epoch: 007, LR: 0.000100, Loss: 0.3438999, Validation MAE: 0.6448814, Test MAE: 0.6541277
Epoch: 008, LR: 0.000100, Loss: 0.3316516, Validation MAE: 0.6445391, Test MAE: 0.6536940
Epoch: 009, LR: 0.000100, Loss: 0.3264753, Validation MAE: 0.6197877, Test MAE: 0.6265475
Epoch: 010, LR: 0.000100, Loss: 0.3168115, Validation MAE: 0.6149801, Test MAE: 0.6280619
Epoch: 011, LR: 0.000100, Loss: 0.3080376, Validation MAE: 0.6062483, Test MAE: 0.6122155
Epoch: 012, LR: 0.000100, Loss: 0.2973378, Validation MAE: 0.5941508, Test MAE: 0.6001089
Epoch: 013, 0.000100,0.2927395,0.5977213,0.6045285
Epoch: 014, LR: 0.000100, Loss: 0.2853905, Validation MAE: 0.5877924, Test MAE: 0.5936256
Epoch: 015, LR: 0.000100, Loss: 0.2821606, Validation MAE: 0.5779624, Test MAE: 0.5890218
Epoch: 016, 0.000100,0.2736206,0.5791701,0.5851976
Epoch: 017, LR: 0.000100, Loss: 0.2661503, Validation MAE: 0.5764380, Test MAE: 0.5829744
Epoch: 018, 0.000100,0.2637321,0.5825605,0.5884245
Epoch: 019, LR: 0.000100, Loss: 0.2562977, Validation MAE: 0.5618306, Test MAE: 0.5722335
Epoch: 020, LR: 0.000100, Loss: 0.2501868, Validation MAE: 0.5556902, Test MAE: 0.5612610
