{'dataset_name': 'QM9', 'seed': 777, 'target': 2, 'cov_weight': 0, 'hyperparams': {'batch_size': 64, 'epochs': 601, 'learning_rate': 0.0001, 'step_size': 30, 'decay_rate': 0.85}, 'architecture': {'layers': 4, 'hidden': 256, 'pooling': 'add', 'JK': 'cat', 'nonlinear_conv': 'penalty', 'exps': 1, 'leak': 0.2, 'aggr': 'add'}, 'commit_id': '8e7c25afed5fbf2e507f30af7cd2f0afe6025ff3', 'time_stamp': '1612364608', 'directory': '../../nlg_results/titanv/QM9/board/'}
--------
QM9_2, 1612364608_8e7c25a_penalty_add_cat_4_256_0.0001_30_0.85_B64_S777_C0, ID=8e7c25afed5fbf2e507f30af7cd2f0afe6025ff3
Epoch: 001, LR: 0.000100, Loss: 0.2940938, Validation MAE: 0.0096831, Test MAE: 0.0097423, Cov: 4.8650260
Epoch: 002, LR: 0.000100, Loss: 0.1924119, Validation MAE: 0.0079932, Test MAE: 0.0080378, Cov: 4.9148450
Epoch: 003, 0.000100,0.1631083,0.0082808,0.0084346, 4.9379249
Epoch: 004, LR: 0.000100, Loss: 0.1463039, Validation MAE: 0.0064174, Test MAE: 0.0064168, Cov: 4.9386287
Epoch: 005, LR: 0.000100, Loss: 0.1333541, Validation MAE: 0.0062841, Test MAE: 0.0062386, Cov: 4.9330931
Epoch: 006, 0.000100,0.1229281,0.0063990,0.0064180, 4.9183769
Epoch: 007, LR: 0.000100, Loss: 0.1121944, Validation MAE: 0.0057075, Test MAE: 0.0057132, Cov: 4.9040308
Epoch: 008, LR: 0.000100, Loss: 0.1052141, Validation MAE: 0.0055237, Test MAE: 0.0055556, Cov: 4.8906083
Epoch: 009, LR: 0.000100, Loss: 0.0992021, Validation MAE: 0.0052636, Test MAE: 0.0052572, Cov: 4.8783002
Epoch: 010, LR: 0.000100, Loss: 0.0925563, Validation MAE: 0.0051521, Test MAE: 0.0051510, Cov: 4.8668661
Epoch: 011, LR: 0.000100, Loss: 0.0898405, Validation MAE: 0.0051363, Test MAE: 0.0051375, Cov: 4.8594050
Epoch: 012, LR: 0.000100, Loss: 0.0848088, Validation MAE: 0.0050075, Test MAE: 0.0050526, Cov: 4.8480787
Epoch: 013, LR: 0.000100, Loss: 0.0824761, Validation MAE: 0.0048141, Test MAE: 0.0048875, Cov: 4.8337746
Epoch: 014, LR: 0.000100, Loss: 0.0786153, Validation MAE: 0.0045737, Test MAE: 0.0046031, Cov: 4.8233829
Epoch: 015, LR: 0.000100, Loss: 0.0755445, Validation MAE: 0.0045125, Test MAE: 0.0045589, Cov: 4.8151913
Epoch: 016, 0.000100,0.0727458,0.0050871,0.0050903, 4.8017707
Epoch: 017, LR: 0.000100, Loss: 0.0699998, Validation MAE: 0.0043773, Test MAE: 0.0043765, Cov: 4.7939019
Epoch: 018, 0.000100,0.0673843,0.0047523,0.0047857, 4.7862835
Epoch: 019, 0.000100,0.0660841,0.0051068,0.0051442, 4.7746253
Epoch: 020, 0.000100,0.0638933,0.0047633,0.0047411, 4.7660275
Epoch: 021, LR: 0.000100, Loss: 0.0622502, Validation MAE: 0.0040679, Test MAE: 0.0041564, Cov: 4.7550764
Epoch: 022, 0.000100,0.0597579,0.0041146,0.0041697, 4.7493906
Epoch: 023, 0.000100,0.0584668,0.0041094,0.0041868, 4.7399707
Epoch: 024, 0.000100,0.0575905,0.0042322,0.0043291, 4.7275906
Epoch: 025, 0.000100,0.0548950,0.0041463,0.0041339, 4.7233586
Epoch: 026, 0.000100,0.0534272,0.0045058,0.0045299, 4.7153955
Epoch: 027, 0.000100,0.0521618,0.0055146,0.0056452, 4.7047377
Epoch: 028, 0.000100,0.0515560,0.0059079,0.0060038, 4.6946349
Epoch: 029, LR: 0.000100, Loss: 0.0494282, Validation MAE: 0.0039873, Test MAE: 0.0040189, Cov: 4.6872692
Epoch: 030, 0.000100,0.0487142,0.0042072,0.0042848, 4.6757698
Epoch: 031, LR: 0.000085, Loss: 0.0451984, Validation MAE: 0.0038670, Test MAE: 0.0038912, Cov: 4.6706657
Epoch: 032, LR: 0.000085, Loss: 0.0437802, Validation MAE: 0.0036400, Test MAE: 0.0036314, Cov: 4.6674471
Epoch: 033, 0.000085,0.0429620,0.0036526,0.0036929, 4.6621456
Epoch: 034, 0.000085,0.0416263,0.0038847,0.0038807, 4.6528788
Epoch: 035, 0.000085,0.0408492,0.0038860,0.0039267, 4.6508408
