{'dataset_name': 'QM9', 'target': 0, 'model': 'NLG_R', 'seed': 777, 'hyperparams': {'batch_size': 64, 'epochs': 601, 'learning_rate': 0.0001, 'step_size': 30, 'decay_rate': 0.85}, 'architecture': {'layers': 5, 'hidden': 256, 'pooling': 'add', 'JK': 'cat', 'nonlinear_conv': 'CB', 'variants': {'BN': 'N', 'aggr_mlp': 1, 'fea_activation': 'ReLU'}}, 'commit_id': 'cab672852d2d21166fbfeaf0dfe3cd4182c48c31', 'time_stamp': '1595302214', 'directory': '../../nlg_results/titanv/QM9/board/'}
--------
QM9_0, 1595302214_cab6728_CB_1_ReLU_5_256_N_0.0001_30_0.85_B64, ID=cab672852d2d21166fbfeaf0dfe3cd4182c48c31
Epoch: 001, LR: 0.000100, Loss: 0.5793498, Validation MAE: 0.7274393, Test MAE: 0.7398192
Epoch: 002, LR: 0.000100, Loss: 0.4410442, Validation MAE: 0.7022495, Test MAE: 0.7094605
Epoch: 003, LR: 0.000100, Loss: 0.3826774, Validation MAE: 0.6621219, Test MAE: 0.6700476
Epoch: 004, LR: 0.000100, Loss: 0.3536645, Validation MAE: 0.6265835, Test MAE: 0.6323861
Epoch: 005, LR: 0.000100, Loss: 0.3309950, Validation MAE: 0.6119533, Test MAE: 0.6223837
Epoch: 006, 0.000100,0.3093620,0.6285583,0.6367166
Epoch: 007, LR: 0.000100, Loss: 0.2962678, Validation MAE: 0.5996379, Test MAE: 0.6095844
Epoch: 008, LR: 0.000100, Loss: 0.2833970, Validation MAE: 0.5700792, Test MAE: 0.5812812
Epoch: 009, 0.000100,0.2711616,0.5734105,0.5852077
Epoch: 010, LR: 0.000100, Loss: 0.2616157, Validation MAE: 0.5626733, Test MAE: 0.5741769
Epoch: 011, LR: 0.000100, Loss: 0.2500859, Validation MAE: 0.5484079, Test MAE: 0.5584158
Epoch: 012, 0.000100,0.2417949,0.5640111,0.5697015
Epoch: 013, LR: 0.000100, Loss: 0.2332927, Validation MAE: 0.5251941, Test MAE: 0.5356649
Epoch: 014, 0.000100,0.2231569,0.5292834,0.5358544
Epoch: 015, 0.000100,0.2183714,0.5258708,0.5335280
Epoch: 016, LR: 0.000100, Loss: 0.2101483, Validation MAE: 0.5145688, Test MAE: 0.5243099
Epoch: 017, LR: 0.000100, Loss: 0.2041247, Validation MAE: 0.5080965, Test MAE: 0.5170665
Epoch: 018, LR: 0.000100, Loss: 0.1971483, Validation MAE: 0.4919211, Test MAE: 0.5011982
Epoch: 019, LR: 0.000100, Loss: 0.1918348, Validation MAE: 0.4897127, Test MAE: 0.5015433
Epoch: 020, LR: 0.000100, Loss: 0.1858898, Validation MAE: 0.4841086, Test MAE: 0.4918633
Epoch: 021, LR: 0.000100, Loss: 0.1800932, Validation MAE: 0.4812261, Test MAE: 0.4881647
Epoch: 022, LR: 0.000100, Loss: 0.1747324, Validation MAE: 0.4794278, Test MAE: 0.4873378
Epoch: 023, LR: 0.000100, Loss: 0.1710210, Validation MAE: 0.4651746, Test MAE: 0.4738744
Epoch: 024, 0.000100,0.1667897,0.4713689,0.4820840
Epoch: 025, LR: 0.000100, Loss: 0.1624382, Validation MAE: 0.4634331, Test MAE: 0.4679050
Epoch: 026, LR: 0.000100, Loss: 0.1585356, Validation MAE: 0.4606110, Test MAE: 0.4651056
Epoch: 027, LR: 0.000100, Loss: 0.1546080, Validation MAE: 0.4600991, Test MAE: 0.4652954
Epoch: 028, 0.000100,0.1506467,0.4634891,0.4699133
Epoch: 029, 0.000100,0.1462207,0.4630230,0.4654582
Epoch: 030, LR: 0.000100, Loss: 0.1439797, Validation MAE: 0.4522815, Test MAE: 0.4628938
Epoch: 031, LR: 0.000085, Loss: 0.1355679, Validation MAE: 0.4382606, Test MAE: 0.4461228
Epoch: 032, 0.000085,0.1323770,0.4440838,0.4504924
Epoch: 033, 0.000085,0.1287003,0.4467622,0.4536812
Epoch: 034, 0.000085,0.1253388,0.4409292,0.4469324
Epoch: 035, LR: 0.000085, Loss: 0.1227997, Validation MAE: 0.4365719, Test MAE: 0.4441287
Epoch: 036, LR: 0.000085, Loss: 0.1188450, Validation MAE: 0.4349152, Test MAE: 0.4451347
Epoch: 037, 0.000085,0.1157639,0.4386707,0.4439896
Epoch: 038, LR: 0.000085, Loss: 0.1126667, Validation MAE: 0.4295027, Test MAE: 0.4379298
Epoch: 039, 0.000085,0.1099579,0.4319738,0.4414384
Epoch: 040, 0.000085,0.1065223,0.4451276,0.4501119
Epoch: 041, 0.000085,0.1041144,0.4334113,0.4426155
Epoch: 042, 0.000085,0.1017685,0.4386559,0.4498970
Epoch: 043, 0.000085,0.0986546,0.4328318,0.4369934
Epoch: 044, 0.000085,0.0961275,0.4307745,0.4374961
Epoch: 045, LR: 0.000085, Loss: 0.0933920, Validation MAE: 0.4273834, Test MAE: 0.4360132
Epoch: 046, LR: 0.000085, Loss: 0.0903538, Validation MAE: 0.4229622, Test MAE: 0.4329256
Epoch: 047, 0.000085,0.0885020,0.4241923,0.4305483
Epoch: 048, 0.000085,0.0852958,0.4345208,0.4415417
Epoch: 049, 0.000085,0.0832654,0.4251815,0.4333345
Epoch: 050, 0.000085,0.0809768,0.4239875,0.4314441
Epoch: 051, 0.000085,0.0780509,0.4273446,0.4352923
Epoch: 052, 0.000085,0.0760941,0.4238871,0.4334200
Epoch: 053, 0.000085,0.0736744,0.4417592,0.4491449
Epoch: 054, LR: 0.000085, Loss: 0.0713219, Validation MAE: 0.4184317, Test MAE: 0.4267430
Epoch: 055, 0.000085,0.0695072,0.4257178,0.4362471
Epoch: 056, LR: 0.000085, Loss: 0.0671159, Validation MAE: 0.4158916, Test MAE: 0.4309303
Epoch: 057, 0.000085,0.0646947,0.4219516,0.4315607
Epoch: 058, 0.000085,0.0636103,0.4174244,0.4299069
Epoch: 059, 0.000085,0.0611173,0.4172202,0.4236499
Epoch: 060, 0.000085,0.0595803,0.4216941,0.4303995
Epoch: 061, 0.000072,0.0536245,0.4207382,0.4322421
Epoch: 062, 0.000072,0.0516369,0.4192627,0.4260346
Epoch: 063, 0.000072,0.0497744,0.4220038,0.4325636
Epoch: 064, 0.000072,0.0485459,0.4242256,0.4339261
Epoch: 065, 0.000072,0.0472188,0.4247351,0.4337873
Epoch: 066, 0.000072,0.0445520,0.4249529,0.4319590
Epoch: 067, 0.000072,0.0436730,0.4196060,0.4310318
Epoch: 068, 0.000072,0.0420746,0.4167973,0.4286779
Epoch: 069, 0.000072,0.0405903,0.4237776,0.4379047
Epoch: 070, 0.000072,0.0396306,0.4198833,0.4305123
Epoch: 071, 0.000072,0.0384029,0.4167999,0.4280824
