{'dataset_name': 'QM9', 'target': 9, 'seed': 777, 'cov_weight': 0.01, 'hyperparams': {'batch_size': 64, 'epochs': 601, 'learning_rate': 0.001, 'step_size': 30, 'decay_rate': 0.75}, 'architecture': {'layers': 4, 'hidden': 256, 'pooling': 'add', 'JK': 'cat', 'nonlinear_conv': 'e4', 'variants': {'BN': 'Y'}}, 'commit_id': 'bb95b1a8813c59d83babe87ddbda5038f12700fc', 'time_stamp': '1610243119', 'directory': '../../nlg_results/titanv/QM9/board/'}
--------
QM9_9, 1610243119_bb95b1a_e4_add_cat_4_256_Y_0.001_30_0.75_B64_S777_C0.01, ID=bb95b1a8813c59d83babe87ddbda5038f12700fc
Epoch: 001, LR: 0.001000, Loss: 0.3440530, Validation MAE: 3.7131170, Test MAE: 3.7222351, Cov: 2.8335743
Epoch: 002, 0.001000,0.0621279,3.8201474,3.7392142, 0.4949628
Epoch: 003, LR: 0.001000, Loss: 0.0338509, Validation MAE: 2.3411528, Test MAE: 2.3213526, Cov: 0.1048868
Epoch: 004, 0.001000,0.0359148,2.6902096,2.6525306, 0.0439018
Epoch: 005, 0.001000,0.0212428,5.3135777,5.3364550, 0.0158665
Epoch: 006, 0.001000,0.0281750,8.4970849,8.4791087, 0.2225824
Epoch: 007, 0.001000,0.0287517,3.2273356,3.2306654, 0.0978278
Epoch: 008, LR: 0.001000, Loss: 0.0129433, Validation MAE: 1.5698270, Test MAE: 1.5673550, Cov: 0.0145960
Epoch: 009, 0.001000,0.0703675,2.5158163,2.4726303, 0.6035289
Epoch: 010, 0.001000,0.0198938,3.0682306,3.0398895, 0.0099279
Epoch: 011, LR: 0.001000, Loss: 0.0127880, Validation MAE: 1.4852390, Test MAE: 1.4819292, Cov: 0.0051113
Epoch: 012, 0.001000,0.0131559,7.2963423,7.2661950, 0.0820924
Epoch: 013, LR: 0.001000, Loss: 0.0110786, Validation MAE: 1.2273776, Test MAE: 1.2112230, Cov: 0.0039434
Epoch: 014, 0.001000,0.0127552,5.5157677,5.5139360, 0.0967606
Epoch: 015, LR: 0.001000, Loss: 0.0101354, Validation MAE: 1.2006202, Test MAE: 1.1739431, Cov: 0.0060268
Epoch: 016, 0.001000,0.0163236,1.3708251,1.3637892, 0.4630259
Epoch: 017, 0.001000,0.0064027,1.9360624,1.9269930, 0.0041997
Epoch: 018, 0.001000,0.0091348,3.0673776,3.0667168, 0.0044073
Epoch: 019, 0.001000,0.0121888,3.3176131,3.3022577, 0.3020247
Epoch: 020, 0.001000,0.0061745,3.5593965,3.5421121, 0.0018675
Epoch: 021, 0.001000,0.0072124,4.6466171,4.6397425, 0.0009923
Epoch: 022, 0.001000,0.0058819,2.2495831,2.2340771, 0.0029302
Epoch: 023, 0.001000,0.0060162,3.3113656,3.3121971, 0.0020215
Epoch: 024, 0.001000,0.0063731,3.2371210,3.2270180, 0.0260035
Epoch: 025, LR: 0.001000, Loss: 0.0072046, Validation MAE: 1.0141068, Test MAE: 1.0055092, Cov: 0.0007343
Epoch: 026, LR: 0.001000, Loss: 0.0042474, Validation MAE: 0.9690477, Test MAE: 0.9558450, Cov: 0.0017862
Epoch: 027, LR: 0.001000, Loss: 0.0058019, Validation MAE: 0.8251257, Test MAE: 0.8285811, Cov: 0.0083953
Epoch: 028, 0.001000,0.0046140,1.1739460,1.1761595, 0.0004806
Epoch: 029, 0.001000,0.0052055,0.8259795,0.8187043, 0.0027053
Epoch: 030, 0.001000,0.0045740,1.4907466,1.4914088, 0.0065908
Epoch: 031, LR: 0.000750, Loss: 0.0028305, Validation MAE: 0.6610880, Test MAE: 0.6636306, Cov: 0.0003551
Epoch: 032, 0.000750,0.0035211,2.9834086,2.9805073, 0.0034943
Epoch: 033, 0.000750,0.0028167,2.1118309,2.1083010, 0.0001608
Epoch: 034, 0.000750,0.0033173,1.2784604,1.2731357, 0.0038422
Epoch: 035, 0.000750,0.0030298,2.5402748,2.5436954, 0.0019797
Epoch: 036, 0.000750,0.0024020,1.0036086,1.0019489, 0.0001818
Epoch: 037, 0.000750,0.0031131,5.2150304,5.1967538, 0.0047973
Epoch: 038, 0.000750,0.0030857,1.8532211,1.8533610, 0.0004904
Epoch: 039, 0.000750,0.0025498,0.8549029,0.8531922, 0.0003622
Epoch: 040, 0.000750,0.0026634,0.8083523,0.7973114, 0.0008525
Epoch: 041, 0.000750,0.0026492,1.1421789,1.1333862, 0.0074010
Epoch: 042, LR: 0.000750, Loss: 0.0023852, Validation MAE: 0.3583761, Test MAE: 0.3605282, Cov: 0.0004277
Epoch: 043, 0.000750,0.0027957,0.4822814,0.4713145, 0.0005564
Epoch: 044, 0.000750,0.0022211,1.8115081,1.8071868, 0.0037273
Epoch: 045, 0.000750,0.0023570,0.8459179,0.8398178, 0.0002418
Epoch: 046, 0.000750,0.0022424,1.0420777,1.0395042, 0.0007874
Epoch: 047, 0.000750,0.0023466,1.8472067,1.8458126, 0.0015946
Epoch: 048, 0.000750,0.0020731,1.8321701,1.8144368, 0.0010858
Epoch: 049, 0.000750,0.0024392,2.3487186,2.3393099, 0.0029102
Epoch: 050, 0.000750,0.0025475,1.7492467,1.7431595, 0.0009993
Epoch: 051, 0.000750,0.0020818,0.5346084,0.5272877, 0.0001945
Epoch: 052, 0.000750,0.0021664,1.6471278,1.6508998, 0.0028996
Epoch: 053, 0.000750,0.0020357,1.1806152,1.1716851, 0.0008090
Epoch: 054, 0.000750,0.0024834,0.7372249,0.7374192, 0.0001713
Epoch: 055, 0.000750,0.0021576,0.8148702,0.8179795, 0.0017433
Epoch: 056, 0.000750,0.0019818,1.7955984,1.7958374, 0.0015831
Epoch: 057, 0.000750,0.0022733,1.8603110,1.8548161, 0.0003946
Epoch: 058, 0.000750,0.0021844,0.7684780,0.7607238, 0.0021055
Epoch: 059, 0.000750,0.0017775,3.4651441,3.4693550, 0.0011438
Epoch: 060, 0.000750,0.0018256,3.2131459,3.2060855, 0.0009698
Epoch: 061, 0.000563,0.0011162,1.0755473,1.0789008, 0.0003469
Epoch: 062, 0.000563,0.0015309,1.2534222,1.2555909, 0.0002764
Epoch: 063, 0.000563,0.0013080,0.7112401,0.7107883, 0.0003505
Epoch: 064, 0.000563,0.0012240,2.4376522,2.4310727, 0.0007778
Epoch: 065, 0.000563,0.0010957,1.2281888,1.2251081, 0.0002096
Epoch: 066, LR: 0.000563, Loss: 0.0013227, Validation MAE: 0.1713838, Test MAE: 0.1692333, Cov: 0.0000846
Epoch: 067, 0.000563,0.0012904,0.4273335,0.4299842, 0.0009234
Epoch: 068, 0.000563,0.0014711,0.8372516,0.8414597, 0.0003642
Epoch: 069, 0.000563,0.0011224,0.3897101,0.3802588, 0.0018524
Epoch: 070, 0.000563,0.0013522,0.5396423,0.5331201, 0.0011504
Epoch: 071, 0.000563,0.0011393,0.3315551,0.3256434, 0.0015611
Epoch: 072, 0.000563,0.0013426,0.9733633,0.9706195, 0.0002171
Epoch: 073, 0.000563,0.0011138,0.5157236,0.5138038, 0.0018053
Epoch: 074, 0.000563,0.0011359,0.5239947,0.5247209, 0.0003701
Epoch: 075, 0.000563,0.0013548,1.3770434,1.3746992, 0.0001807
Epoch: 076, 0.000563,0.0011300,0.3214380,0.3202239, 0.0004231
Epoch: 077, 0.000563,0.0011457,0.7248217,0.7286354, 0.0025350
Epoch: 078, 0.000563,0.0012151,0.9784159,0.9759982, 0.0005208
Epoch: 079, 0.000563,0.0010649,0.6568640,0.6511955, 0.0018863
Epoch: 080, 0.000563,0.0011715,1.1080166,1.1059640, 0.0018446
Epoch: 081, 0.000563,0.0010616,0.3341407,0.3318079, 0.0000268
Epoch: 082, 0.000563,0.0010723,1.1510627,1.1531782, 0.0011941
Epoch: 083, 0.000563,0.0010856,0.7541440,0.7508403, 0.0015767
Epoch: 084, 0.000563,0.0011461,0.2623435,0.2573860, 0.0015541
Epoch: 085, 0.000563,0.0011763,1.3965923,1.3973592, 0.0000564
Epoch: 086, 0.000563,0.0009252,1.6703906,1.6745334, 0.0012860
Epoch: 087, 0.000563,0.0015221,0.6189626,0.6189802, 0.0014193
Epoch: 088, 0.000563,0.0008861,0.5270578,0.5332207, 0.0005193
Epoch: 089, 0.000563,0.0011340,0.2260459,0.2282322, 0.0008056
Epoch: 090, 0.000563,0.0010046,0.9234900,0.9233831, 0.0005716
Epoch: 091, 0.000422,0.0005743,0.2840479,0.2822865, 0.0000263
Epoch: 092, 0.000422,0.0006675,0.3880623,0.3876399, 0.0000053
Epoch: 093, 0.000422,0.0006949,0.1738889,0.1769897, 0.0023127
Epoch: 094, 0.000422,0.0006290,0.4003884,0.3978916, 0.0000197
Epoch: 095, 0.000422,0.0007193,0.2818695,0.2817951, 0.0001086
Epoch: 096, 0.000422,0.0005992,1.2861117,1.2897863, 0.0001030
Epoch: 097, LR: 0.000422, Loss: 0.0005757, Validation MAE: 0.1314512, Test MAE: 0.1304508, Cov: 0.0000394
Epoch: 098, 0.000422,0.0006610,0.4034984,0.4012838, 0.0004594
Epoch: 099, 0.000422,0.0006758,1.4551049,1.4571739, 0.0005125
Epoch: 100, 0.000422,0.0006526,1.0832645,1.0811515, 0.0002475
Epoch: 101, 0.000422,0.0005983,0.2170577,0.2162224, 0.0003706
Epoch: 102, 0.000422,0.0005865,0.2640431,0.2601526, 0.0000866
Epoch: 103, 0.000422,0.0006214,1.1806633,1.1798325, 0.0000558
Epoch: 104, 0.000422,0.0006695,0.8817567,0.8793426, 0.0004987
Epoch: 105, 0.000422,0.0007296,0.2249224,0.2250905, 0.0002619
Epoch: 106, 0.000422,0.0006318,1.2768977,1.2745291, 0.0001737
Epoch: 107, 0.000422,0.0005560,0.4188180,0.4187735, 0.0005672
Epoch: 108, 0.000422,0.0006952,0.9433858,0.9418363, 0.0003038
Epoch: 109, 0.000422,0.0005836,0.1752692,0.1724454, 0.0016576
Epoch: 110, LR: 0.000422, Loss: 0.0007067, Validation MAE: 0.1294548, Test MAE: 0.1306018, Cov: 0.0001335
Epoch: 111, 0.000422,0.0005644,1.2645305,1.2655278, 0.0000308
Epoch: 112, 0.000422,0.0005717,0.3285534,0.3261128, 0.0000649
Epoch: 113, 0.000422,0.0006283,0.1785549,0.1771326, 0.0004836
Epoch: 114, 0.000422,0.0006820,0.6310172,0.6354685, 0.0004440
Epoch: 115, 0.000422,0.0005434,0.7920873,0.7964570, 0.0002792
Epoch: 116, 0.000422,0.0006184,1.5346938,1.5386606, 0.0002485
Epoch: 117, 0.000422,0.0005773,1.1982290,1.2005493, 0.0000511
Epoch: 118, 0.000422,0.0006164,1.3966042,1.3945860, 0.0000356
Epoch: 119, 0.000422,0.0005938,1.6351682,1.6344239, 0.0004380
Epoch: 120, 0.000422,0.0006508,1.1697680,1.1706084, 0.0003086
Epoch: 121, 0.000316,0.0003530,0.2514649,0.2503054, 0.0000348
Epoch: 122, 0.000316,0.0003650,0.1626498,0.1619274, 0.0005521
Epoch: 123, 0.000316,0.0004104,0.1640953,0.1628799, 0.0001576
Epoch: 124, 0.000316,0.0004001,0.3718192,0.3712214, 0.0001627
Epoch: 125, 0.000316,0.0003630,0.3023909,0.2990779, 0.0001096
Epoch: 126, 0.000316,0.0004562,0.6341196,0.6339282, 0.0002117
Epoch: 127, 0.000316,0.0003639,0.4323217,0.4307616, 0.0000429
Epoch: 128, 0.000316,0.0003784,0.4874202,0.4835645, 0.0000087
Epoch: 129, 0.000316,0.0004324,0.5552625,0.5571642, 0.0001445
Epoch: 130, 0.000316,0.0003623,0.8807496,0.8830856, 0.0002453
Epoch: 131, 0.000316,0.0003355,0.5864459,0.5834215, 0.0000412
Epoch: 132, 0.000316,0.0004128,0.2673125,0.2659069, 0.0001063
Epoch: 133, 0.000316,0.0003849,0.3944338,0.3856660, 0.0000447
Epoch: 134, 0.000316,0.0003785,1.0075609,1.0069781, 0.0003581
Epoch: 135, 0.000316,0.0004031,0.5426339,0.5420736, 0.0004733
Epoch: 136, 0.000316,0.0003513,0.6363556,0.6404035, 0.0000464
Epoch: 137, 0.000316,0.0003712,0.4774178,0.4806346, 0.0000613
