{'dataset_name': 'QM9', 'seed': 777, 'target': 5, 'cov_weight': 0.01, 'hyperparams': {'batch_size': 64, 'epochs': 601, 'learning_rate': 0.0001, 'step_size': 30, 'decay_rate': 0.85}, 'architecture': {'layers': 4, 'hidden': 256, 'pooling': 'add', 'JK': 'cat', 'nonlinear_conv': 'penalty', 'exps': 1, 'leak': 0.2, 'aggr': 'add'}, 'commit_id': '8e7c25afed5fbf2e507f30af7cd2f0afe6025ff3', 'time_stamp': '1612364323', 'directory': '../../nlg_results/titanv/QM9/board/'}
--------
QM9_5, 1612364323_8e7c25a_penalty_add_cat_4_256_0.0001_30_0.85_B64_S777_C0.01, ID=8e7c25afed5fbf2e507f30af7cd2f0afe6025ff3
Epoch: 001, LR: 0.000100, Loss: 0.4675885, Validation MAE: 112.5030479, Test MAE: 112.8233181, Cov: 4.7521362
Epoch: 002, LR: 0.000100, Loss: 0.3071494, Validation MAE: 98.0435556, Test MAE: 96.5124603, Cov: 4.6332340
Epoch: 003, LR: 0.000100, Loss: 0.2428227, Validation MAE: 82.1882337, Test MAE: 81.1111513, Cov: 4.5036540
Epoch: 004, LR: 0.000100, Loss: 0.2066641, Validation MAE: 71.3074227, Test MAE: 70.5104744, Cov: 4.3723693
Epoch: 005, LR: 0.000100, Loss: 0.1823022, Validation MAE: 69.4097262, Test MAE: 69.9678812, Cov: 4.2166510
Epoch: 006, 0.000100,0.1629282,75.3168262,74.5294105, 3.9961190
Epoch: 007, 0.000100,0.1471594,71.1630347,71.5994252, 3.7287140
Epoch: 008, 0.000100,0.1350975,83.9767634,83.5686067, 3.4420211
Epoch: 009, LR: 0.000100, Loss: 0.1239038, Validation MAE: 62.9129255, Test MAE: 62.7403392, Cov: 3.1313980
Epoch: 010, 0.000100,0.1137043,85.4387241,85.6604171, 2.7790716
Epoch: 011, LR: 0.000100, Loss: 0.1055088, Validation MAE: 53.3055212, Test MAE: 52.9811732, Cov: 2.4221160
Epoch: 012, LR: 0.000100, Loss: 0.0984173, Validation MAE: 52.8588849, Test MAE: 53.0495657, Cov: 2.0338962
Epoch: 013, LR: 0.000100, Loss: 0.0903018, Validation MAE: 47.8402959, Test MAE: 48.2145656, Cov: 1.6782854
Epoch: 014, 0.000100,0.0821481,56.3412263,56.8488755, 1.3070738
Epoch: 015, 0.000100,0.0755311,75.1483991,75.3571936, 0.9823750
Epoch: 016, 0.000100,0.0702940,100.5811802,82.8883024, 0.7462126
Epoch: 017, LR: 0.000100, Loss: 0.0648605, Validation MAE: 47.2231753, Test MAE: 46.9448291, Cov: 0.5603331
Epoch: 018, 0.000100,0.0619636,48.6480075,48.8093098, 0.4345324
Epoch: 019, LR: 0.000100, Loss: 0.0595381, Validation MAE: 43.0496696, Test MAE: 42.7726834, Cov: 0.3483160
Epoch: 020, 0.000100,0.0571541,48.5349782,48.5574865, 0.2918288
Epoch: 021, 0.000100,0.0551464,60.1570963,60.3496588, 0.2399641
Epoch: 022, 0.000100,0.0530011,50.9795258,51.3273843, 0.1927006
Epoch: 023, LR: 0.000100, Loss: 0.0505482, Validation MAE: 40.6303859, Test MAE: 40.4962565, Cov: 0.1551176
Epoch: 024, 0.000100,0.0487661,44.6591112,44.8009731, 0.1258499
Epoch: 025, 0.000100,0.0458382,48.3250354,47.9589618, 0.1047478
Epoch: 026, 0.000100,0.0463300,50.5434866,51.0563883, 0.0898911
Epoch: 027, LR: 0.000100, Loss: 0.0435757, Validation MAE: 40.3699180, Test MAE: 40.9560541, Cov: 0.0820957
Epoch: 028, 0.000100,0.0430732,41.2380621,41.4030027, 0.0731800
Epoch: 029, 0.000100,0.0427225,43.3108399,43.2894207, 0.0678986
Epoch: 030, LR: 0.000100, Loss: 0.0414368, Validation MAE: 37.3886075, Test MAE: 37.5939661, Cov: 0.0625918
Epoch: 031, 0.000085,0.0380811,42.9299874,42.9564169, 0.0575233
Epoch: 032, LR: 0.000085, Loss: 0.0368071, Validation MAE: 34.2639980, Test MAE: 34.5651837, Cov: 0.0545633
